Strain;Species;Local;Phenotype Batch;Possition;Light intensity;Metal;Concentration;Growth compared to control;Replicate;InhibitionRAW;Running no;Inhibition
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;1;1.374076711;2;-0.374076711;2220;-0.374076711
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;6;1.368766309;2;-0.368766309;2215;-0.368766309
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;2;1.295314658;1;-0.295314658;2213;-0.295314658
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;0;1.28532434;4;-0.28532434;2230;-0.28532434
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;8.192;1.284004926;2;-0.284004926;2311;-0.284004926
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;10.24;1.280831673;3;-0.280831673;2316;-0.280831673
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;16;1.245589406;3;-0.245589406;2314;-0.245589406
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;3;1.228919473;3;-0.228919473;2224;-0.228919473
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;0;1.213219859;3;-0.213219859;2252;-0.213219859
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;3;1.21015057;1;-0.21015057;2212;-0.21015057
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;4;1.19638027;1;-0.19638027;2211;-0.19638027
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;4;1.193701068;2;-0.193701068;2217;-0.193701068
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;5;1.191585708;3;-0.191585708;2222;-0.191585708
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;16;1.1865742;2;-0.1865742;2308;-0.1865742
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;5;1.17909012;2;-0.17909012;2216;-0.17909012
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;1.607510288;1.172624217;1;-0.172624217;2237;-0.172624217
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;16;1.164362137;1;-0.164362137;2302;-0.164362137
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;0;1.159813256;3;-0.159813256;2275;-0.159813256
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;0;1.150127182;4;-0.150127182;2322;-0.150127182
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;1;1.141420279;3;-0.141420279;2226;-0.141420279
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;6.5536;1.141219784;3;-0.141219784;2318;-0.141219784
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;0;1.134952776;3;-0.134952776;2390;-0.134952776
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;0;1.122940824;1;-0.122940824;2388;-0.122940824
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;0;1.122334151;4;-0.122334151;2345;-0.122334151
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;6.5536;1.119477957;2;-0.119477957;2312;-0.119477957
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;8.192;1.112022995;3;-0.112022995;2317;-0.112022995
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;10.24;1.105135536;2;-0.105135536;2310;-0.105135536
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;1;1.09632952;1;-0.09632952;2214;-0.09632952
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;0;1.093585467;3;-0.093585467;2298;-0.093585467
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;2.777777778;1.091627218;2;-0.091627218;2240;-0.091627218
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;2.314814815;1.089343426;1;-0.089343426;2235;-0.089343426
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;0;1.086445574;5;-0.086445574;2300;-0.086445574
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;12.8;1.083256461;2;-0.083256461;2309;-0.083256461
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;2.314814815;1.076760009;3;-0.076760009;2247;-0.076760009
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;0;1.066472959;4;-0.066472959;2368;-0.066472959
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;2;1.064255502;3;-0.064255502;2225;-0.064255502
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;3.1640625;1.061074733;2;-0.061074733;2264;-0.061074733
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;0;1.056740153;3;-0.056740153;2321;-0.056740153
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;2.373046875;1.055537789;1;-0.055537789;2259;-0.055537789
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;2.057613169;1.051973077;2;-0.051973077;2335;-0.051973077
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;6;1.033239176;3;-0.033239176;2221;-0.033239176
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;0;1.028761438;4;-0.028761438;2276;-0.028761438
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;0;1.016998304;2;-0.016998304;2366;-0.016998304
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;0;1.014789139;5;-0.014789139;2369;-0.014789139
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;5;1.01341812;1;-0.01341812;2210;-0.01341812
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;6.5536;1.010202939;1;-0.010202939;2306;-0.010202939
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;0;1.006828934;1;-0.006828934;2296;-0.006828934
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;0;1.006512479;5;-0.006512479;2346;-0.006512479
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;1.779785156;1.005936164;3;-0.005936164;2272;-0.005936164
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;3.046349735;1.005261509;2;-0.005261509;2289;-0.005261509
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;12.8;0.997222075;3;0.002777925;2315;0.002777925
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;0;0.992108174;5;0.007891826;2231;0.007891826
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;0;0.989820913;2;0.010179087;2251;0.010179087
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;0;0.987827674;5;0.012172326;2323;0.012172326
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;3;0.987399409;2;0.012600591;2218;0.012600591
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;0;0.986701021;2;0.013298979;2343;0.013298979
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;10.24;0.986214173;1;0.013785827;2304;0.013785827
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;18.51851852;0.980830507;3;0.019169493;2339;0.019169493
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;6.172839506;0.97836758;3;0.02163242;2340;0.02163242
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;2.057613169;0.975804671;1;0.024195329;2329;0.024195329
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;2.777777778;0.969186792;3;0.030813208;2246;0.030813208
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;6;0.964069538;1;0.035930462;2209;0.035930462
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;0;0.961621144;3;0.038378856;2344;0.038378856
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;0;0.96107747;3;0.03892253;2229;0.03892253
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;31.25;0.959157328;3;0.040842672;2364;0.040842672
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;2.373046875;0.958215398;3;0.041784602;2271;0.041784602
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;0;0.953602468;1;0.046397532;2273;0.046397532
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;31.25;0.951795439;1;0.048204561;2352;0.048204561
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;0;0.950945063;1;0.049054937;2250;0.049054937
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;0;0.948251871;1;0.051748129;2365;0.051748129
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;1.929012346;0.947570239;3;0.052429761;2248;0.052429761
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;4;0.943433358;3;0.056566642;2223;0.056566642
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;0;0.938434015;3;0.061565985;2367;0.061565985
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;62.5;0.930820756;3;0.069179244;2363;0.069179244
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;0;0.930790168;5;0.069209832;2392;0.069209832
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;40.96;0.924900337;1;0.075099663;2375;0.075099663
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;1.929012346;0.92439641;1;0.07560359;2236;0.07560359
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;3.046349735;0.914772317;3;0.085227683;2295;0.085227683
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;51.2;0.913811428;3;0.086188572;2386;0.086188572
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;0;0.913187045;5;0.086812955;2277;0.086812955
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;2.777777778;0.911066099;1;0.088933901;2234;0.088933901
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;1.779785156;0.910661771;1;0.089338229;2260;0.089338229
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;0;0.908530313;2;0.091469687;2297;0.091469687
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;2.314814815;0.905985177;2;0.094014823;2241;0.094014823
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;62.5;0.905686177;2;0.094313823;2357;0.094313823
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;0;0.896633426;4;0.103366574;2253;0.103366574
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;5.331112037;0.88887221;2;0.11112779;2288;0.11112779
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;0;0.883941763;2;0.116058237;2274;0.116058237
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;62.5;0.883928567;1;0.116071433;2351;0.116071433
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;0;0.877698719;1;0.122301281;2342;0.122301281
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;0;0.877382805;4;0.122617195;2391;0.122617195
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;0;0.869825606;2;0.130174394;2320;0.130174394
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;6.172839506;0.86681344;2;0.13318656;2334;0.13318656
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;18.51851852;0.866806632;1;0.133193368;2327;0.133193368
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;9.329446064;0.85510193;3;0.14489807;2293;0.14489807
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;8.192;0.854747819;1;0.145252181;2305;0.145252181
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;1.607510288;0.852073786;3;0.147926214;2249;0.147926214
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;12.8;0.846815964;1;0.153184036;2303;0.153184036
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;2.057613169;0.845037282;3;0.154962718;2341;0.154962718
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;0;0.84407229;1;0.15592771;2319;0.15592771
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;0;0.843290308;1;0.156709692;2227;0.156709692
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;0;0.835616337;4;0.164383663;2299;0.164383663
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;0;0.830049012;2;0.169950988;2389;0.169950988
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;31.25;0.826193616;2;0.173806384;2358;0.173806384
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;18.51851852;0.823699408;2;0.176300592;2333;0.176300592
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;0;0.814761733;5;0.185238267;2254;0.185238267
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;250;0.813795194;2;0.186204806;2355;0.186204806
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;2.373046875;0.810725939;2;0.189274061;2265;0.189274061
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;1.607510288;0.796960388;2;0.203039612;2243;0.203039612
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;3.1640625;0.796509198;1;0.203490802;2258;0.203490802
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;3.046349735;0.785988794;1;0.214011206;2283;0.214011206
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;40.96;0.775547055;3;0.224452945;2387;0.224452945
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;1.929012346;0.770807185;2;0.229192815;2242;0.229192815
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;9.329446064;0.766554997;1;0.233445003;2281;0.233445003
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;9.329446064;0.749061619;2;0.250938381;2287;0.250938381
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;3.1640625;0.736455955;3;0.263544045;2270;0.263544045
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;125;0.735062886;3;0.264937114;2362;0.264937114
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;5.331112037;0.72487672;3;0.27512328;2294;0.27512328
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;6.172839506;0.674822781;1;0.325177219;2328;0.325177219
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;40.96;0.660366593;2;0.339633407;2381;0.339633407
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;16.32653061;0.658927092;2;0.341072908;2286;0.341072908
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;0;0.65037178;2;0.34962822;2228;0.34962822
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;51.2;0.647694758;1;0.352305242;2374;0.352305242
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;1.779785156;0.622209151;2;0.377790849;2266;0.377790849
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;250;0.595888009;3;0.404111991;2361;0.404111991
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;125;0.585114155;1;0.414885845;2350;0.414885845
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;5.331112037;0.552560744;1;0.447439256;2282;0.447439256
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;4.21875;0.507443678;2;0.492556322;2263;0.492556322
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;16.32653061;0.481610885;3;0.518389115;2292;0.518389115
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;125;0.452365917;2;0.547634083;2356;0.547634083
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;500;0.43733904;2;0.56266096;2354;0.56266096
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;55.55555556;0.430186432;3;0.569813568;2338;0.569813568
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;16.32653061;0.424437628;1;0.575562372;2280;0.575562372
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;55.55555556;0.420118024;2;0.579881976;2332;0.579881976
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;51.2;0.409747342;2;0.590252658;2380;0.590252658
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;4.21875;0.363762708;3;0.636237292;2269;0.636237292
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;64;0.277940843;1;0.722059157;2373;0.722059157
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;250;0.229459598;1;0.770540402;2349;0.770540402
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;4.21875;0.215326218;1;0.784673782;2257;0.784673782
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;64;0.185828683;3;0.814171317;2385;0.814171317
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;500;0.137168418;3;0.862831582;2360;0.862831582
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;28.57142857;0.104901189;2;0.895098811;2285;0.895098811
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;28.57142857;0.101615334;3;0.898384666;2291;0.898384666
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;64;0.040449207;2;0.959550793;2379;0.959550793
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;20;-0.001711828;2;1.001711828;2307;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;28.57142857;-0.002207701;1;1.002207701;2279;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;55.55555556;-0.041208598;1;1.041208598;2326;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;50;-0.105983057;3;1.105983057;2290;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;80;-0.111871459;1;1.111871459;2372;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;500;-0.161690155;1;1.161690155;2348;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;4;-0.16301394;2;1.16301394;2238;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;20;-0.189758332;1;1.189758332;2301;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;80;-0.294242648;2;1.294242648;2378;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;100;-0.348790215;2;1.348790215;2377;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;500;-0.403904844;3;1.403904844;2336;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;3.333333333;-0.421228163;2;1.421228163;2239;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;100;-0.500938915;1;1.500938915;2371;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;4;-0.512129666;1;1.512129666;2232;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;3.333333333;-0.512129666;1;1.512129666;2233;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;4;-0.512129666;3;1.512129666;2244;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;7.5;-0.515292265;1;1.515292265;2255;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;80;-0.597463157;3;1.597463157;2384;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;125;-0.658299745;2;1.658299745;2376;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D8;179;Cu;3.333333333;-0.749553369;3;1.749553369;2245;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;500;-0.765510585;2;1.765510585;2330;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;5.625;-0.777695111;2;1.777695111;2262;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;50;-0.780381712;1;1.780381712;2278;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F7;171;Zn;20;-0.812532846;3;1.812532846;2313;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;500;-0.886241838;1;1.886241838;2324;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;166.6666667;-0.886241838;1;1.886241838;2325;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;166.6666667;-0.886241838;2;1.886241838;2331;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C5;200;Co;166.6666667;-0.886241838;3;1.886241838;2337;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;E1;168;Ni;50;-0.890288345;2;1.890288345;2284;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;1000;-0.899248831;1;1.899248831;2347;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;1000;-0.899248831;2;1.899248831;2353;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D7;189;Ag;1000;-0.899248831;3;1.899248831;2359;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;125;-0.949960095;1;1.949960095;2370;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;125;-0.949960095;3;1.949960095;2382;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;F1;160;Pb;100;-0.949960095;3;1.949960095;2383;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;5.625;-0.950409424;3;1.950409424;2268;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;5.625;-1.567962397;1;2.567962397;2256;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;7.5;-1.567962397;2;2.567962397;2261;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;C6;196;Cd;7.5;-1.567962397;3;2.567962397;2267;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;0;1.144534709;4;-0.144534709;2529;-0.144534709
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;0;1.122947343;5;-0.122947343;2507;-0.122947343
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;3;1.105839261;3;-0.105839261;2408;-0.105839261
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;0;1.105524156;4;-0.105524156;2437;-0.105524156
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;2.314814815;1.100132712;2;-0.100132712;2425;-0.100132712
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;1;1.088507089;3;-0.088507089;2410;-0.088507089
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;0;1.087521961;5;-0.087521961;2553;-0.087521961
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;1.929012346;1.085411134;2;-0.085411134;2426;-0.085411134
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;0;1.080654142;5;-0.080654142;2530;-0.080654142
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;0;1.064299628;4;-0.064299628;2506;-0.064299628
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;0;1.060742034;4;-0.060742034;2414;-0.060742034
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;0;1.059979446;4;-0.059979446;2575;-0.059979446
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;2;1.055219573;3;-0.055219573;2409;-0.055219573
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;5;1.054987599;3;-0.054987599;2406;-0.054987599
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;0;1.050407374;4;-0.050407374;2552;-0.050407374
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;4;1.049622997;3;-0.049622997;2407;-0.049622997
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;0;1.045995491;2;-0.045995491;2412;-0.045995491
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;0;1.042757404;4;-0.042757404;2460;-0.042757404
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;5;1.042116571;2;-0.042116571;2400;-0.042116571
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;0;1.04042822;5;-0.04042822;2461;-0.04042822
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;1.607510288;1.038832362;2;-0.038832362;2427;-0.038832362
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;1;1.038218539;2;-0.038218539;2404;-0.038218539
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;0;1.038013387;5;-0.038013387;2438;-0.038013387
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;0;1.027056872;2;-0.027056872;2573;-0.027056872
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;1.607510288;1.026248046;1;-0.026248046;2421;-0.026248046
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;1.929012346;1.024093968;3;-0.024093968;2432;-0.024093968
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;2;1.023621269;2;-0.023621269;2403;-0.023621269
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;0;1.020644194;5;-0.020644194;2576;-0.020644194
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;2.314814815;1.020543861;3;-0.020543861;2431;-0.020543861
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;0;1.017609378;4;-0.017609378;2483;-0.017609378
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;0;1.010268987;2;-0.010268987;2550;-0.010268987
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;1;1.0092942;1;-0.0092942;2398;-0.0092942
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;0;1.008898733;5;-0.008898733;2415;-0.008898733
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;0;1.007729318;1;-0.007729318;2480;-0.007729318
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;3;1.006062521;2;-0.006062521;2402;-0.006062521
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;6;1.00246194;3;-0.00246194;2405;-0.00246194
