MPROG;PURPM;Country;RLABO;STATN;MYEAR;DATE;Latitude;Longitude;Species;SEXCO;NOINP;DEPHU;DEPHL;MATRX;NODIS;PARGROUP;PARAM;BASIS;QFLAG;Value;MUNIT;VFLAG;DETLI;LMQNT;UNCRT;METCU;ALABO;REFSK;METST;METPT;METPS;METFP;METCX;METOA;FORML;Test Organism;SMTYP;FINFL;SUBNO;BULKID;tblAnalysisID;tblParamID;tblSampleID;ug to g;g to mol;mikromolar;uM 
COMB;;Germany;IFOG;OMBMPJ1;2005;15/02/2005;57.33133333;20.04333333;;;;175.5;;BF;;I-MET;CD;W;;4850;ug/kg;A;0.18;;;%;IFOG;;;NA;;;HF-C;AAS;;;;;;;58681;21310852;320059;0.00485;0.0000431452;43.14524379;0.3838
COMB;;Germany;IFOG;OMBMPJ1;2005;15/02/2005;57.33133333;20.04333333;;;;175.5;;AF;;I-MET;CD;W;;0.0096;ug/l;A;0.002;;;%;IFOG;;;F;;;FFE;AAS-GF;;;;;;;58678;21317666;320059;0.0000000096;0.0000000000854009;0.0000854009;0.0000007597
COMB;;Germany;IFOG;OMBMPJ1;2005;15/02/2005;57.33133333;20.04333333;;;;175.5;;BF;;I-MET;CD;W;;4850;ug/kg;A;0.18;;;%;IFOG;;;NA;;;HF-C;AAS;;;;;;;58681;21310851;320059;0.00485;0.0000431452;43.14524379;0.3838
COMB;;Germany;IFOG;OMBMPH3;2005;17/02/2005;58.58233333;18.24000000;;;;100.5;;AF;;I-MET;CD;W;;0.0041;ug/l;A;0.002;;;%;IFOG;;;F;;;FFE;AAS-GF;;;;;;;58678;21317752;320157;0.0000000041;0.0000000000364733;0.0000364733;0.0000003245
COMB;;Germany;IFOG;OMBMPH3;2005;17/02/2005;58.58233333;18.24000000;;;;100.5;;BF;;I-MET;CD;W;;2060;ug/kg;A;0.18;;;%;IFOG;;;NA;;;HF-C;AAS;;;;;;;58681;21310894;320157;0.00206;0.0000183256;18.3256087;0.163
COMB;;Germany;IFOG;OMBMPH3;2005;17/02/2005;58.58233333;18.24000000;;;;100.5;;AF;;I-MET;CD;W;;0.0041;ug/l;A;0.002;;;%;IFOG;;;F;;;FFE;AAS-GF;;;;;;;58678;21317751;320157;0.0000000041;0.0000000000364733;0.0000364733;0.0000003245
COMB;;Germany;IFOG;OMBMPH3;2005;17/02/2005;58.58233333;18.24000000;;;;100.5;;BF;;I-MET;CD;W;;2060;ug/kg;A;0.18;;;%;IFOG;;;NA;;;HF-C;AAS;;;;;;;58681;21310893;320157;0.00206;0.0000183256;18.3256087;0.163
COMB;;Germany;IFOG;OMBMPH3;2005;17/02/2005;58.58233333;18.24000000;;;;125.5;;BF;;I-MET;CD;W;;10490;ug/kg;A;0.18;;;%;IFOG;;;NA;;;HF-C;AAS;;;;;;;58681;21310900;320159;0.01049;0.0000933183;93.31826956;0.8302
COMB;;Germany;IFOG;OMBMPH3;2005;17/02/2005;58.58233333;18.24000000;;;;125.5;;AF;;I-MET;CD;W;;0.0029;ug/l;A;0.002;;;%;IFOG;;;F;;;FFE;AAS-GF;;;;;;;58678;21317755;320159;0.0000000029;0.0000000000257982;0.0000257982;0.0000002295
COMB;;Germany;IFOG;OMBMPH3;2005;17/02/2005;58.58233333;18.24000000;;;;125.5;;BF;;I-MET;CD;W;;10490;ug/kg;A;0.18;;;%;IFOG;;;NA;;;HF-C;AAS;;;;;;;58681;21310899;320159;0.01049;0.0000933183;93.31826956;0.8302
COMB;;Germany;IFOG;OMBMPH3;2005;17/02/2005;58.58233333;18.24000000;;;;125.5;;AF;;I-MET;CD;W;;0.0029;ug/l;A;0.002;;;%;IFOG;;;F;;;FFE;AAS-GF;;;;;;;58678;21317756;320159;0.0000000029;0.0000000000257982;0.0000257982;0.0000002295
BMP;T~S;Russia;RCMA;PS10;1998;30/06/1998;55.51950000;18.31666667;;;;1;;BF;;I-MET;CD;W;;0.06;ug/l;A;0.02;;;;RCMA;;;;;;;;;;;;1;;59162;21443243;406093;0.00000006;0.000000000533756;0.000533756;0.000004748
COMB;T~E;Germany;LUNG;OMMVGB19;2000;06/09/2000;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;;0.07;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;126855;39234935;1657137;0.00000007;0.000000000622715;0.000622715;0.00000554
COMB;T~E;Germany;LUNG;OMMVKHJ;2000;05/09/2000;53.80666667;14.23500000;;;;1.5;;WT;;I-MET;CD;W;;0.09;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;126855;39234948;1657185;0.00000009;0.000000000800633;0.000800633;0.000007122
COMB;T~E;Germany;LUNG;OMMVKHJ;2000;10/10/2000;53.80666667;14.23500000;;;;1.5;;WT;;I-MET;CD;W;Q;0.02;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;126855;39234947;1657187;0.00000002;0.000000000177919;0.000177919;0.000001583
COMB;;Lithuania;MRLT;K41;2009;06/02/2009;55.31166667;20.95666667;;;;12;;AF;;I-MET;CD;;Q;0.07;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279804;1111015;0.00000007;0.000000000622715;0.000622715;0.00000554
COMB;;Lithuania;MRLT;K23;2009;06/05/2009;55.71833333;21.06166667;;;;1;;AF;;I-MET;CD;;Q;0.07;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279839;1111020;0.00000007;0.000000000622715;0.000622715;0.00000554
COMB;;Lithuania;MRLT;K22;2009;06/05/2009;55.73500000;21.05000000;;;;1;;AF;;I-MET;CD;;;0.08;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279853;1111022;0.00000008;0.000000000711674;0.000711674;0.000006331
COMB;T;Lithuania;MRLT;K41;2009;08/05/2009;55.31166667;20.95666667;;;;12;;AF;;I-MET;CD;;;0.39;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279902;1111029;0.00000039;0.00000000346941;0.003469411;0.00003086
COMB;T~E;Germany;LUNG;OMMVKHM;2000;20/06/2000;53.82500000;14.10000000;;;;1.5;;WT;;I-MET;CD;W;;0.02;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;126855;39234953;1657201;0.00000002;0.000000000177919;0.000177919;0.000001583
COMB;;Lithuania;MRLT;K32;2009;08/05/2009;55.55833333;21.07833333;;;;10;;AF;;I-MET;CD;;Q;0.07;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279916;1111031;0.00000007;0.000000000622715;0.000622715;0.00000554
COMB;T~E;Germany;LUNG;OMMVKHM;2000;18/07/2000;53.82500000;14.10000000;;;;1.5;;WT;;I-MET;CD;W;;0.04;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;126855;39234876;1657203;0.00000004;0.000000000355837;0.000355837;0.000003166
COMB;;Lithuania;MRLT;K22;2009;05/08/2009;55.73500000;21.05000000;;;;1;;AF;;I-MET;CD;;;0.21;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279720;1111038;0.00000021;0.00000000186814;0.001868145;0.00001662
COMB;;Lithuania;MRLT;BMPJ2;2009;05/08/2009;55.88166667;20.34166667;;;;1;;AF;;I-MET;CD;;;0.52;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279706;1111040;0.00000052;0.00000000462588;0.004625882;0.00004115
COMB;;Lithuania;MRLT;J56;2009;03/12/2009;56.02833333;20.83333333;;;;24;;AF;;I-MET;CD;;;0.08;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279622;1111045;0.00000008;0.000000000711674;0.000711674;0.000006331
COMB;;Lithuania;MRLT;K41;2009;04/12/2009;55.31166667;20.95666667;;;;12;;AF;;I-MET;CD;;;0.24;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279636;1111047;0.00000024;0.00000000213502;0.002135022;0.00001899
COMB;;Lithuania;MRLT;BMPJ2;2009;04/12/2009;55.88166667;20.34166667;;;;1;;AF;;I-MET;CD;;Q;0.07;ug/l;;;0.07;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;HNO;HNO-CM;AAS-GF;;;NSK;;;;73237;31279685;1111054;0.00000007;0.000000000622715;0.000622715;0.00000554
COMB;;Lithuania;MRLT;K41;2010;01/04/2010;55.31166667;20.95666667;;;;1;;AF;;I-MET;CD;;;0.18;ug/l;;;0.05;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987535;1340525;0.00000018;0.00000000160127;0.001601267;0.00001424
COMB;;Lithuania;MRLT;K32;2010;01/04/2010;55.55833333;21.07833333;;;;1;;AF;;I-MET;CD;;;0.16;ug/l;;;0.05;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987545;1340527;0.00000016;0.00000000142335;0.001423348;0.00001266
COMB;;Lithuania;MRLT;K41;2010;10/06/2010;55.31166667;20.95666667;;;;12;;AF;;I-MET;CD;;;0.053;ug/l;;;0.05;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987290;1340534;0.000000053;0.000000000471484;0.000471484;0.000004194
COMB;;Lithuania;MRLT;K32;2010;10/06/2010;55.55833333;21.07833333;;;;10;;AF;;I-MET;CD;;;0.051;ug/l;;;0.05;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987322;1340536;0.000000051;0.000000000453692;0.000453692;0.000004036
COMB;;Lithuania;MRLT;K41;2010;11/08/2010;55.31166667;20.95666667;;;;1;;AF;;I-MET;CD;;Q;0.05;ug/l;;;0.05;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987365;1340541;0.00000005;0.000000000444796;0.000444796;0.000003957
COMB;;Lithuania;MRLT;K22;2010;11/08/2010;55.73500000;21.05000000;;;;1;;AF;;I-MET;CD;;Q;0.05;ug/l;;;0.05;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987375;1340543;0.00000005;0.000000000444796;0.000444796;0.000003957
COMB;;Lithuania;MRLT;K32;2010;18/11/2010;55.55833333;21.07833333;;;;10;;AF;;I-MET;CD;;Q;0.05;ug/l;;;0.05;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987466;1340550;0.00000005;0.000000000444796;0.000444796;0.000003957
COMB;;Lithuania;MRLT;K22;2010;19/11/2010;55.73500000;21.05000000;;;;13;;AF;;I-MET;CD;;Q;0.05;ug/l;;;0.05;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987446;1340552;0.00000005;0.000000000444796;0.000444796;0.000003957
NATL;T~S~E;Germany;LNUG;OM225059;2008;14/01/2008;54.45916667;10.24500000;;;;1.5;;BF;;I-MET;CD;W;Q;0.02;ug/l;A;;;;;LVUG;;;NF;;;HNO;AAS-GF;;;;;;;101737;34553489;1353270;0.00000002;0.000000000177919;0.000177919;0.000001583
NATL;T~S~E;Germany;LNUG;OMBMPN3;2008;14/01/2008;54.60000000;10.45000000;;;;1.5;;BF;;I-MET;CD;W;Q;0.02;ug/l;A;;;;;LVUG;;;NF;;;HNO;AAS-GF;;;;;;;101737;34553490;1353279;0.00000002;0.000000000177919;0.000177919;0.000001583
COMB;T~S~E;Germany;LNUG;OMO22;2008;23/01/2008;54.11000000;11.17500000;;;;1.5;;BF;;I-MET;CD;W;Q;0.02;ug/l;A;;;;;LVUG;;;NF;;;HNO;AAS-GF;;;;;;;101737;34553507;1353304;0.00000002;0.000000000177919;0.000177919;0.000001583
NATL;T~S;Germany;LNUG;OM225103;2008;09/06/2008;54.35383333;10.16466667;;;;1.5;;BF;;I-MET;CD;W;Q;0.02;ug/l;A;;;;;LVUG;;;NF;;;HNO;AAS-GF;;;;;;;101737;34553503;1353513;0.00000002;0.000000000177919;0.000177919;0.000001583
COMB;T;Germany;LNUG;OM225109;2008;17/06/2008;54.75250000;10.09283333;;;;1.5;;BF;;I-MET;CD;W;;0.04;ug/l;A;;;;;LVUG;;;NF;;;HNO;AAS-GF;;;;;;;101737;34553496;1353545;0.00000004;0.000000000355837;0.000355837;0.000003166
NATL;T~S~E;Germany;LNUG;OM225019;2008;17/06/2008;54.84000000;9.48450000;;;;1.5;;BF;;I-MET;CD;W;;0.03;ug/l;A;;;;;LVUG;;;NF;;;HNO;AAS-GF;;;;;;;101737;34553497;1353554;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~E;Germany;LUNG;OMMVWB3;2008;17/01/2008;53.95000000;11.40833333;;;;1.5;;AF;;I-MET;CD;W;;0.0732;ug/l;A;0.04;0.12;0.0098088;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102063;34580351;1381880;0.0000000732;0.000000000651182;0.000651182;0.000005793
COMB;T~E;Germany;LUNG;OMMVGB19;2005;14/03/2005;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39330670;1658671;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~E;Germany;LUNG;OMOB4;2008;11/03/2008;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CD;W;Q;0.056;ug/l;A;0.04;0.12;0.007504;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102063;34581720;1382180;0.000000056;0.000000000498172;0.000498172;0.000004432
COMB;T~E;Germany;LUNG;OMMVKHM;2008;07/05/2008;53.82500000;14.10000000;;;;1.5;;AF;;I-MET;CD;W;Q;0.056;ug/l;A;0.04;0.12;0.007504;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102063;34582750;1382409;0.000000056;0.000000000498172;0.000498172;0.000004432
COMB;T~E;Germany;LUNG;OMOB4;2008;03/07/2008;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CD;W;Q;0.056;ug/l;A;0.04;0.12;0.007504;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102063;34583878;1382657;0.000000056;0.000000000498172;0.000498172;0.000004432
COMB;T~E;Germany;LUNG;OMMVWB3;2008;09/07/2008;53.95000000;11.40833333;;;;1.5;;AF;;I-MET;CD;W;Q;0.056;ug/l;A;0.04;0.12;0.007504;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102063;34584122;1382707;0.000000056;0.000000000498172;0.000498172;0.000004432
COMB;T~E;Germany;LUNG;OMMVGB19;2005;13/07/2005;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;;0.04;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39330686;1658689;0.00000004;0.000000000355837;0.000355837;0.000003166
COMB;T~E;Germany;LUNG;OMMVKHM;2008;09/09/2008;53.82500000;14.10000000;;;;1.5;;AF;;I-MET;CD;W;Q;0.056;ug/l;A;0.04;0.12;0.007504;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102063;34585413;1382984;0.000000056;0.000000000498172;0.000498172;0.000004432
COMB;T~E;Germany;LUNG;OMOB4;2008;25/09/2008;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CD;W;Q;0.056;ug/l;A;0.04;0.12;0.007504;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102063;34585600;1383025;0.000000056;0.000000000498172;0.000498172;0.000004432
COMB;T~E;Germany;LUNG;OMMVKHM;2006;05/01/2006;53.82500000;14.10000000;;;;1.5;;AF;;I-MET;CD;W;Q;0.642;ug/l;A;0.04;0.12;0.086028;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102119;34596184;1384981;0.000000642;0.00000000571118;0.005711185;0.00005081
COMB;T~E;Germany;LUNG;OMMVWB3;2006;15/03/2006;53.95000000;11.40833333;;;;1.5;;AF;;I-MET;CD;W;Q;0.642;ug/l;A;0.04;0.12;0.086028;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102119;34597306;1385106;0.000000642;0.00000000571118;0.005711185;0.00005081
COMB;T~E;Germany;LUNG;OMMVKHM;2006;21/06/2006;53.82500000;14.10000000;;;;1.5;;AF;;I-MET;CD;W;Q;0.642;ug/l;A;0.04;0.12;0.086028;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102119;34598881;1385297;0.000000642;0.00000000571118;0.005711185;0.00005081
COMB;T~S~E;Germany;LUNG;OMMVUW4;2006;26/07/2006;54.16666667;12.10000000;;;;1.5;;AF;;I-MET;CD;W;Q;0.642;ug/l;A;0.04;0.12;0.086028;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102119;34599271;1385347;0.000000642;0.00000000571118;0.005711185;0.00005081
COMB;T~E;Germany;LUNG;OMMVWB3;2006;23/08/2006;53.95000000;11.40833333;;;;1.5;;AF;;I-MET;CD;W;Q;0.642;ug/l;A;0.04;0.12;0.086028;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102119;34599769;1385415;0.000000642;0.00000000571118;0.005711185;0.00005081
COMB;T~E;Germany;LUNG;OMMVGB19;2005;14/11/2005;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39330702;1658707;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~E;Germany;LUNG;OMMVKHM;2005;13/04/2005;53.82500000;14.10000000;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39330820;1658880;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~E;Germany;LUNG;OMMVKHM;2005;05/10/2005;53.82500000;14.10000000;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329203;1658900;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~E;Germany;LUNG;OMOB4;2005;28/04/2005;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CD;W;;0.035;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329409;1659207;0.000000035;0.000000000311357;0.000311357;0.00000277
COMB;T~E;Germany;LUNG;OMOB4;2005;03/08/2005;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CD;W;;0.06;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329421;1659223;0.00000006;0.000000000533756;0.000533756;0.000004748
COMB;T~E;Germany;LUNG;OMOB4;2005;20/12/2005;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329433;1659239;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~S~E;Germany;LUNG;OMMVUW4;2005;03/03/2005;54.16666667;12.10000000;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329587;1659484;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~S~E;Germany;LUNG;OMMVUW4;2005;13/06/2005;54.16666667;12.10000000;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329596;1659493;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~S~E;Germany;LUNG;OMMVUW4;2005;20/09/2005;54.16666667;12.10000000;;;;1.5;;WT;;I-MET;CD;W;;0.03;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329605;1659502;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~E;Germany;LUNG;OMMVWB3;2005;08/03/2005;53.95000000;11.40833333;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329642;1659550;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~E;Germany;LUNG;OMMVWB3;2005;14/06/2005;53.95000000;11.40833333;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329651;1659559;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~E;Germany;LUNG;OMMVWB3;2005;21/09/2005;53.95000000;11.40833333;;;;1.5;;WT;;I-MET;CD;W;Q;0.023;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127260;39329660;1659568;0.000000023;0.000000000204606;0.000204606;0.00000182
COMB;T~E;Germany;LUNG;OMMVWB3;2003;12/06/2003;53.95000000;11.40833333;;;;1.5;;WT;;I-MET;CD;W;Q;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338534;1659909;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~E;Germany;LUNG;OMMVWB3;2003;02/07/2003;53.95000000;11.40833333;;;;1.5;;WT;;I-MET;CD;W;;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338527;1659911;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~S~E;Germany;LUNG;OMMVUW4;2003;05/03/2003;54.16666667;12.10000000;;;;1.5;;WT;;I-MET;CD;W;Q;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338530;1659943;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~S~E;Germany;LUNG;OMMVUW4;2003;10/06/2003;54.16666667;12.10000000;;;;1.5;;WT;;I-MET;CD;W;Q;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338539;1659952;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~S~E;Germany;LUNG;OMMVUW4;2003;22/09/2003;54.16666667;12.10000000;;;;1.5;;WT;;I-MET;CD;W;Q;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338536;1659961;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~E;Germany;LUNG;OMMVGB19;2003;22/04/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338546;1660034;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~E;Germany;LUNG;OMMVGB19;2003;05/05/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;Q;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338535;1660036;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~E;Germany;LUNG;OMMVGB19;2003;10/07/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;Q;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338543;1660041;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~E;Germany;LUNG;OMMVGB19;2003;04/08/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;Q;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338544;1660043;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~E;Germany;LUNG;OMMVGB19;2003;06/10/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;;0.06;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338541;1660050;0.00000006;0.000000000533756;0.000533756;0.000004748
COMB;T~E;Germany;LUNG;OMMVGB19;2003;03/11/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CD;W;;0.06;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338525;1660052;0.00000006;0.000000000533756;0.000533756;0.000004748
COMB;T~E;Germany;LUNG;OMMVKHM;2003;27/08/2003;53.82500000;14.10000000;;;;1.5;;WT;;I-MET;CD;W;;0.09;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127303;39338524;1660077;0.00000009;0.000000000800633;0.000800633;0.000007122
COMB;T~E;Germany;LUNG;OMOB4;2004;11/05/2004;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CD;W;;0.03;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127327;39343223;1660170;0.00000003;0.000000000266878;0.000266878;0.000002374
COMB;T~E;Germany;LUNG;OMMVWB3;2004;08/01/2004;53.95000000;11.40833333;;;;1.5;;WT;;I-MET;CD;W;;0.02;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127327;39343215;1660193;0.00000002;0.000000000177919;0.000177919;0.000001583
COMB;T~E;Germany;LUNG;OMMVWB3;2004;08/01/2004;53.95000000;11.40833333;;;;1.5;;WT;;I-MET;CD;W;;0.02;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127358;39343213;1660195;0.00000002;0.000000000177919;0.000177919;0.000001583
COMB;T~E;Germany;LUNG;OMMVWB3;2004;18/08/2004;53.95000000;11.40833333;;;;1.5;;WT;;I-MET;CD;W;;0.02;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127327;39343207;1660243;0.00000002;0.000000000177919;0.000177919;0.000001583
COMB;T~E;Germany;LUNG;OMMVWB3;2004;18/08/2004;53.95000000;11.40833333;;;;1.5;;WT;;I-MET;CD;W;;0.02;ug/l;A;0.00002;0.00006;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127358;39343205;1660245;0.00000002;0.000000000177919;0.000177919;0.000001583
