CASnr;ParKod;Parameter;Matris;Value;Status;Enhet;ProvId;UndersId;Undersökning;Provplats;X-Koord;Y-Koord;Kommunnr;Länskod;Vattendistr;StationTyp;Typmiljö;OriginalId;Provtid;Djup;Livsmedel;Provtyp;Belastningstyp;Storlek;Fraktion;Sediment övre;Sediment undre;Slamtyp;Vattenfraktion;Vattentyp;Art;Art(lat);Ålder;Längd;Vikt;Torrvikt%;Fetthalt%;Antal;Kön;Organ;Typ;Analysdatum
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;7391;72;Chemical and biological monitoring of sewage effluent water;Viskan uppströms;6401626;1328642;1490;O;SE5;;;MR 6900-6901+6906;2008-04-02;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;4.7;;µg/l;7392;72;Chemical and biological monitoring of sewage effluent water;Viskan 50 m nedströms;6401530;1328487;1490;O;SE5;;;MR 6902-6903+6907;2008-04-02;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;5.7;;µg/l;7393;72;Chemical and biological monitoring of sewage effluent water;Viskan 2 km nedströms;6400019;1327280;1490;O;SE5;;;MR 6904-6905+6908;2008-04-02;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.4;;µg/l;7394;72;Chemical and biological monitoring of sewage effluent water;Viskan uppströms;6401626;1328642;1490;O;SE5;;;MR 7009;2008-08-05;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3;;µg/l;7395;72;Chemical and biological monitoring of sewage effluent water;Viskan 50 m nedströms;6401530;1328487;1490;O;SE5;;;MR 7010;2008-08-05;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;4.4;;µg/l;7396;72;Chemical and biological monitoring of sewage effluent water;Viskan 2 km nedströms;6401626;1328642;1490;O;SE5;;;MR 7011;2008-08-05;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.8;;µg/l;7397;72;Chemical and biological monitoring of sewage effluent water;Gässlösa ARV;;;1490;O;SE5;Diffus;;MR 6875-6877;2008-03-04;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.1;;µg/l;7398;72;Chemical and biological monitoring of sewage effluent water;Gässlösa ARV;;;1490;O;SE5;Diffus;;MR 6897-6899;2008-04-03;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.6;;µg/l;7399;72;Chemical and biological monitoring of sewage effluent water;Gässlösa ARV;;;1490;O;SE5;Diffus;;MR 7545;2008-10-23;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;4.9;;µg/l;7400;72;Chemical and biological monitoring of sewage effluent water;Gässlösa ARV;;;1490;O;SE5;Diffus;;MR 7005-7008;2008-08-06;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;4.4;;µg/l;7401;72;Chemical and biological monitoring of sewage effluent water;Nolhaga ARV;;;;O;SE5;Diffus;;MR 7075-7087;2008-08-19;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;6.4;;µg/l;7402;72;Chemical and biological monitoring of sewage effluent water;Ellinge ARV;;;1285;M;SE4;Diffus;;MR 7062-7074;2008-08-19;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.1;;µg/l;7403;72;Chemical and biological monitoring of sewage effluent water;Öhns ARV;;;2480;AC;SE1;Diffus;;MR 7030-7035;2008-08-12;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;4.5;;µg/l;7404;72;Chemical and biological monitoring of sewage effluent water;Rya ARV;;;1480;O;SE5;Diffus;;MR 7098-7110;2008-08-27;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.9;;µg/l;7405;72;Chemical and biological monitoring of sewage effluent water;Henriksdal ARV;;;180;AB;SE3;Diffus;;MR 7168-7179;2008-09-07;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.7;;µg/l;7406;72;Chemical and biological monitoring of sewage effluent water;Bollebygd ARV;;;1443;O;SE5;Diffus;;MR 7224-7236;2008-09-11;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;8.6;;µg/l;10000;108;Dalarnas län, regional screening;Borlänge reningsverk;6684919;1471693;2081;W;;Urban;;MPR-3407_9;2009-11-12;;;sam;mix;25000;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;7.8;;µg/l;10001;108;Dalarnas län, regional screening;Krylbo reningsverk;6739188;1518135;2084;W;;Urban;;MPR-3407_10;2009-11-03;;;sam;mix;24000;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;15;;µg/l;10002;108;Dalarnas län, regional screening;Krylbo reningsverk;6739188;1518135;2084;W;;Urban;;MPR-3433_10;2010-10-04;;;sam;mix;24000;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;5.4;;µg/l;10003;108;Dalarnas län, regional screening;Främby reningsverk;6693040;1477146;2080;W;;Urban;;MPR-3433_12;2010-10-04;;;sam;mix;38000;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;10104;110;Jönköpings län Miljögifter i vatten;Lillån (Huskvarna);6407698;1409233;680;F;SE5;Urban;LIMNISK;Vatten_2012_13;2009-11-17;yta;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.2;;µg/l;10105;110;Jönköpings län Miljögifter i vatten;Anderstorpsån;6349660;1366602;662;F;SE5;Urban;LIMNISK;Vatten_2012_14;2011-10-06;yta;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.4;;µg/l;10106;110;Jönköpings län Miljögifter i vatten;Gnosjöån;6358044;1375146;680;F;SE5;Urban;LIMNISK;Vatten_2012_15;2011-10-06;yta;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;10107;110;Jönköpings län Miljögifter i vatten;Nässjöån;6396187;1431034;682;F;SE4;Urban;LIMNISK;Vatten_2012_16;2011-11-02;yta;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.84;;µg/l;10108;110;Jönköpings län Miljögifter i vatten;Knipån;6425337;1399000;643;F;SE4;Punktkälla;LIMNISK;Vatten_2012_17;2007-12-18;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;10109;110;Jönköpings län Miljögifter i vatten;Götarpsån;6363601;1375949;683;F;SE5;Urban;LIMNISK;Vatten_2012_18;2011-10-06;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;10110;110;Jönköpings län Miljögifter i vatten;Götarpsån;6363601;1375949;683;F;SE5;Urban;LIMNISK;Vatten_2012_19;2011-10-06;yta;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.24;;µg/l;10112;110;Jönköpings län Miljögifter i vatten;Anderstorpsån;6349660;1366602;662;F;SE5;Urban;LIMNISK;Passiva_2012_01;2011-09-08;;;;;;;;;;Passiva provtagare;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.25;;µg/l;10113;110;Jönköpings län Miljögifter i vatten;Gnosjöån;6358044;1375146;617;F;SE5;Urban;LIMNISK;Passiva_2012_02;2011-09-08;;;;;;;;;;Passiva provtagare;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.058;;µg/l;10114;110;Jönköpings län Miljögifter i vatten;Knipån 110;6425337;1399000;643;F;SE4;Punktkälla;LIMNISK;Passiva_2012_03;2008-10-14;;;;;;;;;;Passiva provtagare;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.067;;µg/l;10115;110;Jönköpings län Miljögifter i vatten;Knipån ref;6425435;1398635;643;F;SE4;Reg bakgr;LIMNISK;Passiva_2012_04;2008-10-14;;;;;;;;;;Passiva provtagare;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.17;;µg/l;10116;110;Jönköpings län Miljögifter i vatten;Anderstorpsån;6351670;1368040;662;F;SE5;Urban;LIMNISK;Passiva_2012_05;2009-10-23;;;;;;;;;;Passiva provtagare;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.17;;µg/l;10117;110;Jönköpings län Miljögifter i vatten;Anderstorpsån;6351200;1367650;662;F;SE5;Urban;LIMNISK;Passiva_2012_06;2009-10-23;;;;;;;;;;Passiva provtagare;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;5.4;;µg/l;13234;161;Jönköpings län vattendata;Götarpsån;6363580;1375940;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-001;2014-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;4;;µg/l;13235;161;Jönköpings län vattendata;Gnosjöån;6356750;1382974;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-002;2015-06-10;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.38;;µg/l;13236;161;Jönköpings län vattendata;Dummebäck;6363700;1372510;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-003;2015-06-10;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.6;;µg/l;13237;161;Jönköpings län vattendata;Kvarnasjön (nedströms);6356753;1382969;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-004;2015-06-10;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;5;;µg/l;13238;161;Jönköpings län vattendata;Götarpsån;6363580;1375940;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-005;2015-06-10;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.9;;µg/l;13239;161;Jönköpings län vattendata;Helvetesbäcken;6356666;1379572;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-006;2015-04-21;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.85;;µg/l;13240;161;Jönköpings län vattendata;Kvarnasjön (nedströms);6356753;1382969;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-007;2015-04-21;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.41;;µg/l;13241;161;Jönköpings län vattendata;Storån Hillerstorp;6355236;1383526;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-008;2015-04-21;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;13242;161;Jönköpings län vattendata;Lillån ned Hästhultasjön;6352428;1381018;617;F;SE5;Urban;LIMNISK;Vatten-2015-009;2015-04-21;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.61;;µg/l;13243;161;Jönköpings län vattendata;Storån uppströms Herrestadsjön;6343905;1382205;683;F;SE5;Urban;LIMNISK;Vatten-2015-010;2015-04-21;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;13244;161;Jönköpings län vattendata;Lillån ned Bredaryd;6338027;1375983;683;F;SE5;Urban;LIMNISK;Vatten-2015-011;2015-04-21;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.2;;µg/l;13245;161;Jönköpings län vattendata;Helvetesbäcken;6356666;1379572;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-012;2015-06-17;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;13246;161;Jönköpings län vattendata;Kvarnasjön (nedströms);6356753;1382969;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-013;2015-06-17;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.57;;µg/l;13247;161;Jönköpings län vattendata;Storån Hillerstorp;6355236;1383526;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-014;2015-06-17;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.5;;µg/l;13248;161;Jönköpings län vattendata;Lillån ned Hästhultasjön;6352428;1381018;617;F;SE5;Urban;LIMNISK;Vatten-2015-015;2015-06-17;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;10525;116;LMO (Vatten- och sedimentprovtagningar i recipienten till Finspångs bruksområde);Bönnern 1;6511092;1493321;562;E;SE4;Punktkälla;LIMNISK;Bönnern 1;2003-10-02;3.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;10526;116;LMO (Vatten- och sedimentprovtagningar i recipienten till Finspångs bruksområde);Bönnern 2;6510784;1494003;562;E;SE4;Punktkälla;LIMNISK;Bönnern 2;2003-10-02;5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;4.9;;µg/l;10527;116;LMO (Vatten- och sedimentprovtagningar i recipienten till Finspångs bruksområde);Skutbosjön 1;6509278;1498529;562;E;SE4;Punktkälla;LIMNISK;Skutbosjön 1;2003-10-05;3.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.9;;µg/l;10528;116;LMO (Vatten- och sedimentprovtagningar i recipienten till Finspångs bruksområde);Skutbosjön 2;6508975;1498687;562;E;SE4;Punktkälla;LIMNISK;Skutbosjön 2;2003-10-05;5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.7;;µg/l;10529;116;LMO (Vatten- och sedimentprovtagningar i recipienten till Finspångs bruksområde);Dovern 1;6504766;1501158;562;E;SE4;Punktkälla;LIMNISK;Dovern 1;2003-10-02;5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;4;;µg/l;10530;116;LMO (Vatten- och sedimentprovtagningar i recipienten till Finspångs bruksområde);Dovern 2;6503963;1500899;562;E;SE4;Punktkälla;LIMNISK;Dovern 2;2003-10-06;5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.5;;µg/l;10531;116;LMO (Vatten- och sedimentprovtagningar i recipienten till Finspångs bruksområde);Glan 1;6502143;1503232;562;E;SE4;Punktkälla;LIMNISK;Glan 1;2003-10-02;10;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;10502;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 1:2 b;6504094;1526028;581;E;SE4;Punktkälla;KUST;Bråviken 1:2 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.4;;µg/l;10503;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 1:4 b;6499550;1527206;581;E;SE4;Punktkälla;KUST;Bråviken 1:4 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;10504;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 1:5 b;6498979;1526828;581;E;SE4;Punktkälla;KUST;Bråviken 1:5 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.76;;µg/l;13249;161;Jönköpings län vattendata;Storån uppströms Herrestadsjön;6343905;1382205;683;F;SE5;Urban;LIMNISK;Vatten-2015-016;2015-06-17;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.5;;µg/l;13250;161;Jönköpings län vattendata;Lillån ned Bredaryd;6338027;1375983;683;F;SE5;Urban;LIMNISK;Vatten-2015-017;2015-06-17;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2;;µg/l;13251;161;Jönköpings län vattendata;Helvetesbäcken;6356666;1379572;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-018;2015-08-19;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1;;µg/l;13252;161;Jönköpings län vattendata;Kvarnasjön (nedströms);6356753;1382969;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-019;2015-08-19;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.71;;µg/l;13253;161;Jönköpings län vattendata;Storån Hillerstorp;6355236;1383526;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-020;2015-08-19;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.2;;µg/l;13254;161;Jönköpings län vattendata;Lillån ned Hästhultasjön;6352428;1381018;617;F;SE5;Urban;LIMNISK;Vatten-2015-021;2015-08-19;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.76;;µg/l;13255;161;Jönköpings län vattendata;Storån uppströms Herrestadsjön;6343905;1382205;683;F;SE5;Urban;LIMNISK;Vatten-2015-022;2015-08-19;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;13256;161;Jönköpings län vattendata;Lillån ned Bredaryd;6338027;1375983;683;F;SE5;Urban;LIMNISK;Vatten-2015-023;2015-08-19;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.3;;µg/l;13258;161;Jönköpings län vattendata;Helvetesbäcken;6356666;1379572;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-025;2015-10-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.92;;µg/l;13259;161;Jönköpings län vattendata;Kvarnasjön (nedströms);6356753;1382969;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-026;2015-10-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.67;;µg/l;13260;161;Jönköpings län vattendata;Storån Hillerstorp;6355236;1383526;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-027;2015-10-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;13261;161;Jönköpings län vattendata;Lillån ned Hästhultasjön;6352428;1381018;617;F;SE5;Urban;LIMNISK;Vatten-2015-028;2015-10-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.72;;µg/l;13262;161;Jönköpings län vattendata;Storån uppströms Herrestadsjön;6343905;1382205;683;F;SE5;Urban;LIMNISK;Vatten-2015-029;2015-10-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.1;;µg/l;13263;161;Jönköpings län vattendata;Lillån ned Bredaryd;6338027;1375983;683;F;SE5;Urban;LIMNISK;Vatten-2015-030;2015-10-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.2;;µg/l;13264;161;Jönköpings län vattendata;Bolmen Norra;6326150;1374400;662;F;SE5;Urban;LIMNISK;Vatten-2015-031;2015-10-01;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.2;;µg/l;13265;161;Jönköpings län vattendata;Bolmen Södra;6305500;1370500;781;G;SE5;Urban;LIMNISK;Vatten-2015-032;2015-10-01;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.2;;µg/l;13266;161;Jönköpings län vattendata;Helvetesbäcken;6356666;1379572;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-033;2015-12-14;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.98;;µg/l;13267;161;Jönköpings län vattendata;Kvarnasjön (nedströms);6356753;1382969;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-034;2015-12-14;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.68;;µg/l;13268;161;Jönköpings län vattendata;Storån Hillerstorp;6355236;1383526;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-035;2015-12-14;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;13269;161;Jönköpings län vattendata;Lillån ned Hästhultasjön;6352428;1381018;617;F;SE5;Urban;LIMNISK;Vatten-2015-036;2015-12-14;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.76;;µg/l;13270;161;Jönköpings län vattendata;Storån uppströms Herrestadsjön;6343905;1382205;683;F;SE5;Urban;LIMNISK;Vatten-2015-037;2015-12-14;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.5;;µg/l;13271;161;Jönköpings län vattendata;Lillån ned Bredaryd;6338027;1375983;683;F;SE5;Urban;LIMNISK;Vatten-2015-038;2015-12-14;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.6;;µg/l;13272;161;Jönköpings län vattendata;Helvetesbäcken;6356666;1379572;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-039;2016-02-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.85;;µg/l;13273;161;Jönköpings län vattendata;Kvarnasjön (nedströms);6356753;1382969;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-040;2016-02-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.71;;µg/l;13274;161;Jönköpings län vattendata;Storån Hillerstorp;6355236;1383526;617;F;SE5;Punktkälla;LIMNISK;Vatten-2015-041;2016-02-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;13275;161;Jönköpings län vattendata;Lillån ned Hästhultasjön;6352428;1381018;617;F;SE5;Urban;LIMNISK;Vatten-2015-042;2016-02-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.81;;µg/l;13276;161;Jönköpings län vattendata;Storån uppströms Herrestadsjön;6343905;1382205;683;F;SE5;Urban;LIMNISK;Vatten-2015-043;2016-02-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;13277;161;Jönköpings län vattendata;Lillån ned Bredaryd;6338027;1375983;683;F;SE5;Urban;LIMNISK;Vatten-2015-044;2016-02-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;17;;µg/l;13278;161;Jönköpings län vattendata;Forsheda kvarnagård;6339031;1378518;683;F;SE5;Punktkälla;;Vatten-2015-047;2015-08-19;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.19;;µg/l;13279;161;Jönköpings län vattendata;Forsheda Ledsgård;6339038;1379617;683;F;SE5;Reg bakgr;;Vatten-2015-048;2015-08-19;;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.2;;µg/l;13280;161;Jönköpings län vattendata;Forsheda kvarnagård;6339031;1378518;683;F;SE5;Punktkälla;;Vatten-2015-049;2016-02-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.28;;µg/l;13281;161;Jönköpings län vattendata;Forsheda Ledsgård;6339038;1379617;683;F;SE5;Reg bakgr;;Vatten-2015-050;2016-02-22;;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.6;;µg/l;10507;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 1:6 y;6499557;1527607;581;E;SE4;Punktkälla;KUST;Bråviken 1:6 y;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.2;;µg/l;10508;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 1:8 b;6500020;1528941;581;E;SE4;Punktkälla;KUST;Bråviken 1:8 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.6;;µg/l;10509;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 1:11 b;6501803;1530965;581;E;SE4;Punktkälla;KUST;Bråviken 1:11 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.7;;µg/l;10510;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 1:11 b;6501803;1530965;581;E;SE4;Punktkälla;KUST;Bråviken 1:11 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;10511;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 1:11 y;6501803;1530965;581;E;SE4;Punktkälla;KUST;Bråviken 1:11 y;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;10512;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 2:2 b;6503736;1536260;581;E;SE4;Punktkälla;KUST;Bråviken 2:2 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.4;;µg/l;10513;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 2:2 b;6503736;1536260;581;E;SE4;Punktkälla;KUST;Bråviken 2:2 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.1;;µg/l;10514;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 2:2 y;6503736;1536260;581;E;SE4;Punktkälla;KUST;Bråviken 2:2 y;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;11;;µg/l;10515;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 2:4 b;6501847;1534172;581;E;SE4;Punktkälla;KUST;Bråviken 2:4 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;25;;µg/l;10516;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 2:4 b;6501847;1534172;581;E;SE4;Punktkälla;KUST;Bråviken 2:4 b;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.4;;µg/l;10517;115;LMO Inre Bråviken - Fältundersökning, riskbedömning,åtgärdsbedömning, förslag till fortsatta arbeten;Bråviken 2:4 y;6501847;1534172;581;E;SE4;Punktkälla;KUST;Bråviken 2:4 y;2008-09-22;;;;;;;;;;tot;;;;;;;;;;;;;
