MPROG;PURPM;Country;RLABO;STATN;MYEAR;DATE;Latitude;Longitude;Species;SEXCO;NOINP;DEPHU;DEPHL;MATRX;NODIS;PARGROUP;PARAM;BASIS;QFLAG;Value;MUNIT;VFLAG;DETLI;LMQNT;UNCRT;METCU;ALABO;REFSK;METST;METPT;METPS;METFP;METCX;METOA;FORML;Test Organism;SMTYP;FINFL;SUBNO;BULKID;tblAnalysisID;tblParamID;tblSampleID
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2006;23/08/2006;53.95;11.40833333;;;;1.5;;AF;;I-MET;CU;W;Q;0.62;ug/l;A;0.03;0.1;0.124620005;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34599770;1385415
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2006;17/10/2006;54.16666667;12.1;;;;1.5;;AF;;I-MET;CU;W;;0.69;ug/l;A;0.03;0.1;0.13869;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34601385;1385626
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVGB19;2005;14/11/2005;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CU;W;;0.21;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333436;1658707
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVKHM;2005;13/04/2005;53.825;14.1;;;;1.5;;WT;;I-MET;CU;W;;0.74;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333432;1658880
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVKHM;2005;05/10/2005;53.825;14.1;;;;1.5;;WT;;I-MET;CU;W;;0.69;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333427;1658900
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2005;28/04/2005;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CU;W;;0.35;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333423;1659207
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2005;03/08/2005;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CU;W;;0.12;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333419;1659223
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2005;20/12/2005;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CU;W;;0.39;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333415;1659239
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2005;03/03/2005;54.16666667;12.1;;;;1.5;;WT;;I-MET;CU;W;;3.22;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333411;1659484
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2005;13/06/2005;54.16666667;12.1;;;;1.5;;WT;;I-MET;CU;W;;0.71;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333409;1659493
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2005;20/09/2005;54.16666667;12.1;;;;1.5;;WT;;I-MET;CU;W;;0.5;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333405;1659502
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2005;08/03/2005;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;0.22;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333402;1659550
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2005;14/06/2005;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;0.28;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333398;1659559
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2005;21/09/2005;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;0.14;ug/l;A;;;;;LUNG;;;NF~NONE;;;NON;ICP-OES;;;AWS;;;;127262;39333396;1659568
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2003;12/06/2003;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;1.09;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337359;1659909
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2003;02/07/2003;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;0.51;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337356;1659911
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2003;05/03/2003;54.16666667;12.1;;;;1.5;;WT;;I-MET;CU;W;;7.84;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337362;1659943
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2003;10/06/2003;54.16666667;12.1;;;;1.5;;WT;;I-MET;CU;W;;1.05;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337361;1659952
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2003;22/09/2003;54.16666667;12.1;;;;1.5;;WT;;I-MET;CU;W;;1.14;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337368;1659961
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVGB19;2003;22/04/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CU;W;;1.05;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337369;1660034
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVGB19;2003;05/05/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CU;W;;0.8;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337366;1660036
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVGB19;2003;10/07/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CU;W;;0.66;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337376;1660041
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVGB19;2003;04/08/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CU;W;;0.28;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337377;1660043
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVGB19;2003;06/10/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CU;W;;0.74;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337375;1660050
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVGB19;2003;03/11/2003;54.20666667;13.56666667;;;;1.5;;WT;;I-MET;CU;W;;0.84;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337372;1660052
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVKHM;2003;27/08/2003;53.825;14.1;;;;1.5;;WT;;I-MET;CU;W;;7.98;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127305;39337380;1660077
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2004;11/05/2004;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CU;W;;0.34;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127329;39345155;1660170
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2004;08/01/2004;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;1.64;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127329;39345148;1660193
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2004;08/01/2004;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;1.64;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127360;39345149;1660195
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2004;18/08/2004;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;0.38;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127329;39345140;1660243
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2004;18/08/2004;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;0.38;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127360;39345141;1660245
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2004;14/01/2004;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CU;W;;1.67;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127360;39345135;1660402
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2004;04/08/2004;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CU;W;;0.29;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127329;39345128;1660409
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2004;04/08/2004;54.00666667;14.23333333;;;;1.5;;WT;;I-MET;CU;W;;0.29;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127360;39345129;1660411
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2004;01/04/2004;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;0.88;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127329;39345122;1660436
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;;Lithuania;MRLT;K32;2010;12/08/2010;55.55833333;21.07833333;;;;1;;AF;;I-MET;CU;;;1.1;ug/l;;;0.5;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987418;1340545
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;;Lithuania;MRLT;K32;2010;12/08/2010;55.55833333;21.07833333;;;;10;;AF;;I-MET;CU;;;3.8;ug/l;;;0.5;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987423;1340546
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;;Lithuania;MRLT;K41;2010;18/11/2010;55.31166667;20.95666667;;;;1;;AF;;I-MET;CU;;;2.2;ug/l;;;0.5;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987450;1340547
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;;Lithuania;MRLT;K41;2010;18/11/2010;55.31166667;20.95666667;;;;12;;AF;;I-MET;CU;;;1.2;ug/l;;;0.5;;;MRLT;LST EN ISO 15586:2004;RT;FM-PC-0.45;;;;;;;NSK;;;;94516;33987455;1340548
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATL;T;Germany;LNUG;OMS2;2008;15/01/2008;54.51833333;9.67166667;;;;1.5;;BF;;I-MET;CU;W;;2.5;ug/l;A;;;;;LVUG;;;NF;;;HNO;AAS-GF;;;;;;;101739;34552014;1353282
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATL;T~S~E;Germany;LNUG;OM225059;2008;09/06/2008;54.45916667;10.245;;;;1.5;;BF;;I-MET;CU;W;;6.7;ug/l;A;;;;;LVUG;;;NF;;;HNO;AAS-GF;;;;;;;101739;34552002;1353516
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVKHM;2008;26/03/2008;53.825;14.1;;;;1.5;;AF;;I-MET;CU;W;;1.6718;ug/l;A;0.03;0.1;0.33603182;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102064;34581872;1382212
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVKHM;2008;03/06/2008;53.825;14.1;;;;1.5;;AF;;I-MET;CU;W;;1.4334;ug/l;A;0.03;0.1;0.28811342;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102064;34583452;1382562
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVKHM;2008;02/07/2008;53.825;14.1;;;;1.5;;AF;;I-MET;CU;W;;1.3404;ug/l;A;0.03;0.1;0.2694204;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102064;34583826;1382647
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2008;29/07/2008;54.16666667;12.1;;;;1.5;;AF;;I-MET;CU;W;;1.2166;ug/l;A;0.03;0.1;0.24453658;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102064;34584610;1382811
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2008;26/08/2008;54.16666667;12.1;;;;1.5;;AF;;I-MET;CU;W;;1.4446;ug/l;A;0.03;0.1;0.2903646;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102064;34585159;1382930
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2008;27/08/2008;53.95;11.40833333;;;;1.5;;AF;;I-MET;CU;W;;0.598;ug/l;A;0.03;0.1;0.120198004;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102064;34585236;1382945
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVKHM;2008;19/11/2008;53.825;14.1;;;;1.5;;AF;;I-MET;CU;W;;1.1728;ug/l;A;0.03;0.1;0.23573281;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102064;34586358;1383196
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2006;04/01/2006;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CU;W;;0.77;ug/l;A;0.03;0.1;0.15477;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34596070;1384968
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2006;11/01/2006;53.95;11.40833333;;;;1.5;;AF;;I-MET;CU;W;Q;0.62;ug/l;A;0.03;0.1;0.124620005;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34596401;1385001
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2006;01/02/2006;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CU;W;Q;0.62;ug/l;A;0.03;0.1;0.124620005;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34596596;1385020
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2006;22/02/2006;53.95;11.40833333;;;;1.5;;AF;;I-MET;CU;W;;0.65;ug/l;A;0.03;0.1;0.13065;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34596860;1385050
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2006;16/03/2006;54.16666667;12.1;;;;1.5;;AF;;I-MET;CU;W;;0.89;ug/l;A;0.03;0.1;0.17889;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34597415;1385117
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2006;12/04/2006;53.95;11.40833333;;;;1.5;;AF;;I-MET;CU;W;;0.63;ug/l;A;0.03;0.1;0.12663001;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34598048;1385187
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2006;16/05/2006;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CU;W;;0.92;ug/l;A;0.03;0.1;0.18492001;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34598411;1385236
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2006;25/07/2006;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CU;W;;1.98;ug/l;A;0.03;0.1;0.39798;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34599161;1385334
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2006;27/09/2006;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CU;W;Q;0.62;ug/l;A;0.03;0.1;0.124620005;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34600949;1385571
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2006;15/11/2006;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CU;W;Q;0.62;ug/l;A;0.03;0.1;0.124620005;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102120;34602099;1385721
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2007;06/02/2007;54.16666667;12.1;;;;1.5;;AF;;I-MET;CU;W;;0.8799;ug/l;A;0.03;0.1;0.1768599;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102138;34603809;1386006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2007;21/03/2007;54.16666667;12.1;;;;1.5;;AF;;I-MET;CU;W;;0.9512;ug/l;A;0.03;0.1;0.1911912;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102138;34604748;1386204
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVKHM;2007;04/04/2007;53.825;14.1;;;;1.5;;AF;;I-MET;CU;W;;4.5699;ug/l;A;0.03;0.1;0.9185499;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102138;34605170;1386290
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2007;08/05/2007;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CU;W;;0.6915;ug/l;A;0.03;0.1;0.1389915;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102138;34605886;1386439
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVKHM;2007;09/05/2007;53.825;14.1;;;;1.5;;AF;;I-MET;CU;W;;1.0961;ug/l;A;0.03;0.1;0.2203161;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102138;34605977;1386457
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2007;30/08/2007;54.16666667;12.1;;;;1.5;;AF;;I-MET;CU;W;;4.1228;ug/l;A;0.03;0.1;0.82868284;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102138;34607986;1386875
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMOB4;2007;05/09/2007;54.00666667;14.23333333;;;;1.5;;AF;;I-MET;CU;W;;0.4693;ug/l;A;0.03;0.1;0.094329305;U2;LUNG;;;FM-CA-0.45;;;HNO;ICP-MS;;;;;;;102138;34608147;1386908
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATL;T~S~E;Germany;LNUG;OM225059;2007;02/07/2007;54.459;10.245;;;;1.5;;BF;;I-MET;CU;W;;0.9;ug/l;A;;;;;LVUG;;;NF;;;HNO;ASV;;;;;;;102215;34613905;1388928
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;;Lithuania;MRLT;J56;2011;08/06/2011;56.02833333;20.83333333;;;;1;;AF;;I-MET;CU;;Q;0.8;ug/l;;;0.8;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;;;AAS-GF;;;NSK;;;;104941;35013499;1423556
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;;Lithuania;MRLT;J56;2011;08/06/2011;56.02833333;20.83333333;;;;24;;AF;;I-MET;CU;;Q;0.8;ug/l;;;0.8;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;;;AAS-GF;;;NSK;;;;104941;35013500;1423557
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;;Lithuania;MRLT;K22;2011;08/06/2011;55.735;21.05;;;;1;;AF;;I-MET;CU;;Q;0.8;ug/l;;;0.8;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;;;AAS-GF;;;NSK;;;;104941;35013489;1423558
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;;Lithuania;MRLT;K22;2011;08/06/2011;55.735;21.05;;;;13;;AF;;I-MET;CU;;Q;0.8;ug/l;;;0.8;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;;;AAS-GF;;;NSK;;;;104941;35013490;1423559
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;;Lithuania;MRLT;K41;2011;22/04/2011;55.31166667;20.95666667;;;;1;;AF;;I-MET;CU;;;2.2;ug/l;;;0.8;;;MRLT;LST EN ISO 15586:2004;RF;FM-PC-0.45;;;;AAS-GF;;;NSK;;;;104941;35013495;1423574
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~E;Germany;LUNG;OMMVWB3;2004;06/10/2004;53.95;11.40833333;;;;1.5;;WT;;I-MET;CU;W;;0.34;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127329;39345116;1660445
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2004;16/08/2004;54.16666667;12.1;;;;1.5;;WT;;I-MET;CU;W;;0.34;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127360;39345115;1660493
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMB;T~S~E;Germany;LUNG;OMMVUW4;2004;06/10/2004;54.16666667;12.1;;;;1.5;;WT;;I-MET;CU;W;;0.6;ug/l;A;0.05;0.24;;;LUNG;;;NF~NONE;;;AM;AAS-GF;;;AWS;;;;127360;39345113;1660495
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMP;T~S;Russia;RCMA;4331;1998;01/07/1998;55.31983333;19.675;;;;1;;BF;;I-MET;CU;W;;1.3;ug/l;A;0.02;;;;RCMA;;;;;;;;;;;;1;;59158;21443285;406094
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMP;T~S;Russia;RCMA;S1;1998;09/07/1998;56.59316667;17.64316667;;;;1;;BF;;I-MET;CU;W;;1.05;ug/l;A;0.02;;;;RCMA;;;;;;;;;;;;1;;59158;21443381;406096
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
