Stationsnamn;MD-MVM Id;EU id;Stationskoordinat N/X;Stationskoordinat E/Y;Provplatskoordinat N/X;Provplatskoordinat E/Y;Koordinatsystem;Provtagningsmedium;Program;Delprogram;Projekt;Län;Kommun;MS_CD C2;MS_CD C3;ProvId;Provdatum;Provtagningsår;Provtagningsmånad;Provtagningsdag;Min provdjup (m);Max provdjup (m);Undersökningstyp;Provkommentar;Value;Unit
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;763790;2018-11-22;2018;11;22;0,50;0,50;Vattenkemi i vattendrag;;0,85;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;764807;2018-12-17;2018;12;17;0,50;0,50;Vattenkemi i vattendrag;;1,1;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;771854;2019-01-21;2019;1;21;0,50;0,50;Vattenkemi i vattendrag;mkt änder;1;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;771969;2019-02-20;2019;2;20;0,50;0,50;Vattenkemi i vattendrag;;1,5;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;776446;2019-03-12;2019;3;12;0,50;0,50;Vattenkemi i vattendrag;;1,5;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;777311;2019-04-09;2019;4;9;0,50;0,50;Vattenkemi i vattendrag;Isbelagd.;1,3;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;786458;2019-05-14;2019;5;14;0,50;0,50;Vattenkemi i vattendrag;;1,2;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;786601;2019-06-17;2019;6;17;0,50;0,50;Vattenkemi i vattendrag;;1;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;789658;2019-07-15;2019;7;15;0,50;0,50;Vattenkemi i vattendrag;;1;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;789765;2019-08-19;2019;8;19;0,50;0,50;Vattenkemi i vattendrag;;0,79;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;796679;2019-09-26;2019;9;26;0,50;0,50;Vattenkemi i vattendrag;;0,65;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;817276;2019-10-16;2019;10;16;0,50;0,50;Vattenkemi i vattendrag;;0,72;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;822388;2019-11-19;2019;11;19;0,50;0,50;Vattenkemi i vattendrag;;1,3;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;822701;2019-12-17;2019;12;17;0,50;0,50;Vattenkemi i vattendrag;;1,5;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;830003;2020-01-16;2020;1;16;0,50;0,50;Vattenkemi i vattendrag;;1,7;µg/l
Ljungbyån Ljungbyholm;18967;SE627831-152255;6276986;571938;6277028;571895;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Kalmar;WA98903891;WA98903891;830020;2020-02-12;2020;2;12;0,50;0,50;Vattenkemi i vattendrag;;1,9;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;382922;2016-01-12;2016;1;12;0,50;0,50;;;1,1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;383196;2016-02-15;2016;2;15;0,50;0,50;;;1,3;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;446425;2016-03-14;2016;3;14;0,50;0,50;;;1,2;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;470882;2016-04-13;2016;4;13;0,50;0,50;;;1,1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;500390;2016-05-16;2016;5;16;0,50;0,50;;;1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;500889;2016-06-14;2016;6;14;0,50;0,50;;;0,94;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;515995;2016-07-13;2016;7;13;0,50;0,50;;;0,92;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;524531;2016-08-15;2016;8;15;0,50;0,50;;;0,82;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;543414;2016-09-13;2016;9;13;0,50;0,50;;;0,8;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;543696;2016-10-11;2016;10;11;0,50;0,50;;;0,77;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;549454;2016-11-15;2016;11;15;0,50;0,50;;;1,7;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;556808;2016-12-12;2016;12;12;0,50;0,50;;;1,4;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;589011;2017-01-17;2017;1;17;0,20;0,20;;;1,3;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;607669;2017-02-14;2017;2;14;0,50;0,50;;;1,1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;624486;2017-03-20;2017;3;20;0,30;0,30;;;1,3;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;627846;2017-04-20;2017;4;20;0,50;0,50;;;1,1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;651140;2017-05-23;2017;5;23;0,20;0,20;;;0,97;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;651572;2017-06-20;2017;6;20;0,20;0,20;;;1,2;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;666606;2017-07-11;2017;7;11;0,20;0,20;Vattenkemi i vattendrag;;1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;689166;2017-08-24;2017;8;24;0,50;0,50;Vattenkemi i vattendrag;;0,73;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;703684;2017-09-18;2017;9;18;0,20;0,20;Vattenkemi i vattendrag;;0,77;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;704200;2017-10-16;2017;10;16;0,50;0,50;Vattenkemi i vattendrag;Metaller körda från icke syradiskad flaska;0,95;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;707430;2017-11-21;2017;11;21;0,20;0,20;Vattenkemi i vattendrag;;1,3;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;707580;2017-12-11;2017;12;11;0,20;0,20;Vattenkemi i vattendrag;;1,6;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;716888;2018-01-16;2018;1;16;0,30;0,30;Vattenkemi i vattendrag;;1,7;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;720547;2018-02-13;2018;2;13;0,20;0,20;Vattenkemi i vattendrag;;1,5;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;725159;2018-03-12;2018;3;12;0,30;0,30;Vattenkemi i vattendrag;;1,4;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;730757;2018-04-16;2018;4;16;0,30;0,30;Vattenkemi i vattendrag;;1,4;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;735582;2018-05-15;2018;5;15;0,30;0,30;Vattenkemi i vattendrag;;1,4;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;736585;2018-06-18;2018;6;18;0,50;0,50;Vattenkemi i vattendrag;;1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;748509;2018-07-17;2018;7;17;0,10;0,10;Vattenkemi i vattendrag;;1,1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;751485;2018-08-21;2018;8;21;0,40;0,40;Vattenkemi i vattendrag;;0,79;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;756618;2018-09-18;2018;9;18;0,50;0,50;Vattenkemi i vattendrag;;0,77;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;758733;2018-10-17;2018;10;17;0,30;0,30;Vattenkemi i vattendrag;;0,8;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;763770;2018-11-13;2018;11;13;0,50;0,50;Vattenkemi i vattendrag;;0,87;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;764775;2018-12-10;2018;12;10;0,30;0,30;Vattenkemi i vattendrag;;1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;771959;2019-01-15;2019;1;15;0,40;0,40;Vattenkemi i vattendrag;;1,2;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;771977;2019-02-18;2019;2;18;0,50;0,50;Vattenkemi i vattendrag;;1,4;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;776418;2019-03-11;2019;3;11;0,50;0,50;Vattenkemi i vattendrag;;1,4;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;777257;2019-04-15;2019;4;15;0,40;0,40;Vattenkemi i vattendrag;;1,4;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;786457;2019-05-14;2019;5;14;0,30;0,30;Vattenkemi i vattendrag;;1,2;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;786600;2019-06-10;2019;6;10;0,50;0,50;Vattenkemi i vattendrag;;1,1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;789681;2019-07-16;2019;7;16;0,20;0,20;Vattenkemi i vattendrag;;0,94;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;789820;2019-08-20;2019;8;20;0,20;0,20;Vattenkemi i vattendrag;;0,83;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;796678;2019-09-10;2019;9;10;0,20;0,20;Vattenkemi i vattendrag;;0,76;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;817275;2019-10-15;2019;10;15;0,20;0,20;Vattenkemi i vattendrag;;0,8;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;822387;2019-11-12;2019;11;12;0,30;0,30;Vattenkemi i vattendrag;;0,98;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;822700;2019-12-09;2019;12;9;0,40;0,40;Vattenkemi i vattendrag;;1,1;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;830002;2020-01-20;2020;1;20;0,40;0,40;Vattenkemi i vattendrag;;1,4;µg/l
Emån Emsfors;18974;SE633520-153920;6334048;587911;6334282;587847;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Mönsterås;WA19847939;WA19847939;830019;2020-02-17;2020;2;17;0,30;0,30;Vattenkemi i vattendrag;;1,8;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;766109;2018-02-12;2018;2;12;0,20;0,20;Vattenkemi i vattendrag;;1,6;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;766110;2018-04-16;2018;4;16;0,20;0,20;Vattenkemi i vattendrag;;1,7;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;766111;2018-06-11;2018;6;11;0,20;0,20;Vattenkemi i vattendrag;;1,2;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;766112;2018-08-16;2018;8;16;0,20;0,20;Vattenkemi i vattendrag;;0,76;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;766107;2018-10-17;2018;10;17;0,20;0,20;Vattenkemi i vattendrag;;1,3;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;766108;2018-12-11;2018;12;11;0,20;0,20;Vattenkemi i vattendrag;;1;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;822202;2019-02-14;2019;2;14;0,20;0,20;Vattenkemi i vattendrag;;1,8;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;822203;2019-04-16;2019;4;16;0,20;0,20;Vattenkemi i vattendrag;;1,3;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;822204;2019-06-18;2019;6;18;0,20;0,20;Vattenkemi i vattendrag;;1,2;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;822205;2019-08-19;2019;8;19;0,20;0,20;Vattenkemi i vattendrag;;0,84;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;822200;2019-10-10;2019;10;10;0,20;0,20;Vattenkemi i vattendrag;;0,76;µg/l
Stora Binga;27035;SE627888-152532;6277588;574700;6277588;574699;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;WA98903891;WA98903891;822201;2019-12-16;2019;12;16;0,20;0,20;Vattenkemi i vattendrag;;1,7;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687984;2016-01-12;2016;1;12;0,50;0,50;Vattenkemi i vattendrag;;3;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687988;2016-02-23;2016;2;23;0,50;0,50;Vattenkemi i vattendrag;;3,5;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687989;2016-03-11;2016;3;11;0,50;0,50;Vattenkemi i vattendrag;;4,2;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687990;2016-04-13;2016;4;13;0,50;0,50;Vattenkemi i vattendrag;;4,9;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687991;2016-05-20;2016;5;20;0,50;0,50;Vattenkemi i vattendrag;;3,8;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687992;2016-06-10;2016;6;10;0,50;0,50;Vattenkemi i vattendrag;;3,4;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687993;2016-07-21;2016;7;21;0,50;0,50;Vattenkemi i vattendrag;;2,7;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687994;2016-08-12;2016;8;12;0,50;0,50;Vattenkemi i vattendrag;;2,3;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687995;2016-09-16;2016;9;16;0,50;0,50;Vattenkemi i vattendrag;;3,7;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687985;2016-10-24;2016;10;24;0,50;0,50;Vattenkemi i vattendrag;;5,1;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687986;2016-11-25;2016;11;25;0,50;0,50;Vattenkemi i vattendrag;;5,6;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;687987;2016-12-09;2016;12;9;0,50;0,50;Vattenkemi i vattendrag;;2,8;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738679;2017-01-10;2017;1;10;0,50;0,50;Vattenkemi i vattendrag;;3,5;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738683;2017-02-07;2017;2;7;0,50;0,50;Vattenkemi i vattendrag;;3,4;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738684;2017-03-16;2017;3;16;0,50;0,50;Vattenkemi i vattendrag;;3,2;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738685;2017-04-06;2017;4;6;0,50;0,50;Vattenkemi i vattendrag;;3,6;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738686;2017-05-11;2017;5;11;0,50;0,50;Vattenkemi i vattendrag;;4;µg/l
