Stationsnamn;MD-MVM Id;EU id;Stationskoordinat N/X;Stationskoordinat E/Y;Provplatskoordinat N/X;Provplatskoordinat E/Y;Koordinatsystem;Provtagningsmedium;Program;Delprogram;Projekt;Län;Kommun;MS_CD C2;MS_CD C3;ProvId;Provdatum;Provtagningsår;Provtagningsmånad;Provtagningsdag;Min provdjup (m);Max provdjup (m);Undersökningstyp;Provkommentar;Value;Unit
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;382939;2016-01-13;2016;1;13;0,10;0,10;;;35;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;383513;2016-02-16;2016;2;16;0,50;0,50;;;1,3;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;446724;2016-03-16;2016;3;16;0,50;0,50;;;1,4;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;478253;2016-04-13;2016;4;13;0,50;0,50;;;1,3;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;500340;2016-05-11;2016;5;11;0,10;0,10;;;3;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;500917;2016-06-15;2016;6;15;0,10;0,10;;;1,8;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;515928;2016-07-12;2016;7;12;0,10;0,10;;;6,1;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;524386;2016-08-10;2016;8;10;0,20;0,20;;Hämtaren är på lagning, tar provet ca 20 m uppströms på en utskjutande udde.;0,87;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;543527;2016-09-15;2016;9;15;0,50;0,50;;;0,58;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;543733;2016-10-12;2016;10;12;0,10;0,10;;;0,7;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;549521;2016-11-16;2016;11;16;0,10;0,10;;;1,3;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;556807;2016-12-13;2016;12;13;0,50;0,50;;;0,75;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;589028;2017-01-19;2017;1;19;0,50;0,50;;;2,2;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;607696;2017-02-15;2017;2;15;0,10;0,10;;;0,98;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;624453;2017-03-15;2017;3;15;0,10;0,10;;Mkt skräp vid provtagningsplatsen (flytande) bla 5 st bildäck.;1;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;627629;2017-04-12;2017;4;12;0,50;0,50;;Vattennivån ca +0,5 - 1m;1,1;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;651019;2017-05-17;2017;5;17;0,10;0,10;;;1,2;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;651457;2017-06-14;2017;6;14;0,10;0,10;;mkt pollen på vy vid provt.plats;0,87;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;666656;2017-07-12;2017;7;12;0,10;0,10;Vattenkemi i vattendrag;;0,93;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;689123;2017-08-16;2017;8;16;0,10;0,10;Vattenkemi i vattendrag;flytande algblomning vid provplats;1,2;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;703565;2017-09-13;2017;9;13;0,10;0,10;Vattenkemi i vattendrag;;0,95;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;704049;2017-10-19;2017;10;19;0,50;0,50;Vattenkemi i vattendrag;;0,76;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;707354;2017-11-16;2017;11;16;0,10;0,10;Vattenkemi i vattendrag;;0,93;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;708865;2017-12-12;2017;12;12;0,50;0,50;Vattenkemi i vattendrag;vattenstånd +1m;1,4;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;716893;2018-01-24;2018;1;24;0,10;0,10;Vattenkemi i vattendrag;;1,2;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;720555;2018-02-19;2018;2;19;0,10;0,10;Vattenkemi i vattendrag;;1,4;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;725256;2018-03-19;2018;3;19;0,50;0,50;Vattenkemi i vattendrag;;1,3;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;730682;2018-04-17;2018;4;17;0,10;0,10;Vattenkemi i vattendrag;;1,4;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;735531;2018-05-16;2018;5;16;0,10;0,10;Vattenkemi i vattendrag;;1,5;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;736579;2018-06-13;2018;6;13;0,50;0,50;Vattenkemi i vattendrag;Flöde Pegel 10cm +;0,99;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;748435;2018-07-09;2018;7;9;0,50;0,50;Vattenkemi i vattendrag;;0,79;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;751496;2018-08-07;2018;8;7;0,50;0,50;Vattenkemi i vattendrag;;0,47;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;756629;2018-09-17;2018;9;17;0,50;0,50;Vattenkemi i vattendrag;;0,38;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;758731;2018-10-16;2018;10;16;0,50;0,50;Vattenkemi i vattendrag;;0,34;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;763605;2018-11-14;2018;11;14;0,50;0,50;Vattenkemi i vattendrag;;0,36;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;764781;2018-12-12;2018;12;12;0,50;0,50;Vattenkemi i vattendrag;;0,43;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;771868;2019-01-16;2019;1;16;0,50;0,50;Vattenkemi i vattendrag;Kond 19,7;0,47;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;772012;2019-02-13;2019;2;13;0,50;0,50;Vattenkemi i vattendrag;;0,6;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;776435;2019-03-12;2019;3;12;0,50;0,50;Vattenkemi i vattendrag;;0,77;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;777262;2019-04-16;2019;4;16;0,50;0,50;Vattenkemi i vattendrag;;0,85;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;785946;2019-05-15;2019;5;15;0,50;0,50;Vattenkemi i vattendrag;;0,87;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;786520;2019-06-12;2019;6;12;0,50;0,50;Vattenkemi i vattendrag;;0,79;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;789668;2019-07-16;2019;7;16;0,50;0,50;Vattenkemi i vattendrag;;0,65;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;789734;2019-08-13;2019;8;13;0,50;0,50;Vattenkemi i vattendrag;;0,61;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;796681;2019-09-17;2019;9;17;0,50;0,50;Vattenkemi i vattendrag;;0,51;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;817152;2019-10-16;2019;10;16;0,50;0,50;Vattenkemi i vattendrag;;0,44;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;822366;2019-11-13;2019;11;13;0,50;0,50;Vattenkemi i vattendrag;;0,48;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;822697;2019-12-17;2019;12;17;0,50;0,50;Vattenkemi i vattendrag;Mycket hög syre halt. 127 %. Instrumentet är ok.;0,88;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;829975;2020-01-14;2020;1;14;0,50;0,50;Vattenkemi i vattendrag;Konduktivitet 17,2;1,1;µg/l
Nyköpingsån Spånga;23;SE652370-156442;6522776;610872;6520892;611899;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Södermanlands län;Nyköping;WA54398072;WA54398072;830016;2020-02-12;2020;2;12;0,50;0,50;Vattenkemi i vattendrag;kond 16,7;1;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;382938;2016-01-13;2016;1;13;0,50;0,50;;;1,2;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;383189;2016-02-14;2016;2;14;0,50;0,50;;;1,1;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;446444;2016-03-14;2016;3;14;0,50;0,50;;;1,3;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;470888;2016-04-18;2016;4;18;0,50;0,50;;;1,3;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;500382;2016-05-15;2016;5;15;0,50;0,50;;;1,1;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;500911;2016-06-14;2016;6;14;0,50;0,50;;;1,1;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;516091;2016-07-17;2016;7;17;0,50;0,50;;flöde 1,2 kubikmeter/sekund;1;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;524483;2016-08-14;2016;8;14;0,50;0,50;;flöde 0,55 m3/s;1,1;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;543413;2016-09-13;2016;9;13;0,50;0,50;;flöde 0,5 m3/s;0,99;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;543796;2016-10-16;2016;10;16;0,50;0,50;;Vattenföring 0,47 m3/s;0,79;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;549388;2016-11-13;2016;11;13;0,50;0,50;;Flöde 12,5 m3/s;1,7;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;556818;2016-12-14;2016;12;14;0,50;0,50;;18 m3/s;1,4;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;588928;2017-01-15;2017;1;15;0,50;0,50;;Flöde 10,4 m3/s;1,5;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;607686;2017-02-15;2017;2;15;0,50;0,50;;Flöde 8,1m3/s;1,8;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;624448;2017-03-14;2017;3;14;0,50;0,50;;Flöde 10,9 m3/s;1,4;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;627639;2017-04-17;2017;4;17;0,50;0,50;;Flöde 9,3 m3/s;1,6;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;650832;2017-05-14;2017;5;14;0,50;0,50;;4,3 m3/s;1,5;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;651202;2017-06-12;2017;6;12;0,50;0,50;;flöde 1,8 m3/s;1,4;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;666694;2017-07-16;2017;7;16;0,50;0,50;Vattenkemi i vattendrag;Flöde 1,2 m3/s;1,1;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;689015;2017-08-13;2017;8;13;0,50;0,50;Vattenkemi i vattendrag;0,5 m3/s flöde;0,84;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;703571;2017-09-13;2017;9;13;0,50;0,50;Vattenkemi i vattendrag;Flöde 0,75 m3/s;1,4;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;704157;2017-10-15;2017;10;15;0,50;0,50;Vattenkemi i vattendrag;Flöde 4,0 m3/s;1,2;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;707155;2017-11-13;2017;11;13;0,50;0,50;Vattenkemi i vattendrag;Flöde: 11,9 m3/s;1,2;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;708835;2017-12-18;2017;12;18;0,50;0,50;Vattenkemi i vattendrag;flöde 20m3/s;1,2;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;716883;2018-01-15;2018;1;15;0,50;0,50;Vattenkemi i vattendrag;34 m3/s;1,5;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;720554;2018-02-18;2018;2;18;0,50;0,50;Vattenkemi i vattendrag;Flöde 30/m3S;1,5;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;725228;2018-03-15;2018;3;15;0,50;0,50;Vattenkemi i vattendrag;Vattenföring 16,4 m3/s;1,6;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;730554;2018-04-15;2018;4;15;0,50;0,50;Vattenkemi i vattendrag;Flöde 22 m3/S;1,5;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;735581;2018-05-15;2018;5;15;0,50;0,50;Vattenkemi i vattendrag;10,5 m3/s;1,5;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;736584;2018-06-13;2018;6;13;0,50;0,50;Vattenkemi i vattendrag;Flöde 2m3/s;1,4;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;748511;2018-07-16;2018;7;16;0,50;0,50;Vattenkemi i vattendrag;Flöde 0,41 m3/s. Det lägsta flöde jag noterat under 45 år som tillsysnman vid SMHI spegel;1,3;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;751498;2018-08-14;2018;8;14;0,50;0,50;Vattenkemi i vattendrag;130 liter/s Lägsta nivån sedan år 1921. Alla biflöden är torrlagda. Löven ligger kvar i vattnet vid Getebro där vattenprovet tas, ingen ström.;1,2;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;756620;2018-09-16;2018;9;16;0,50;0,50;Vattenkemi i vattendrag;;0,94;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;758735;2018-10-14;2018;10;14;0,50;0,50;Vattenkemi i vattendrag;flöde 0,60 m3/s;0,88;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;763773;2018-11-14;2018;11;14;0,50;0,50;Vattenkemi i vattendrag;Flöde: 1,8 m3/s;0,9;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;764780;2018-12-12;2018;12;12;0,50;0,50;Vattenkemi i vattendrag;Flöde: 5,4 m3/s;1,3;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;771917;2019-01-15;2019;1;15;0,50;0,50;Vattenkemi i vattendrag;;1,2;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;772016;2019-02-13;2019;2;13;0,50;0,50;Vattenkemi i vattendrag;Flöde 13,1 m3/s;1,3;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;776421;2019-03-13;2019;3;13;0,50;0,50;Vattenkemi i vattendrag;flöde 28m3/s;1,4;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;777294;2019-04-14;2019;4;14;0,50;0,50;Vattenkemi i vattendrag;Flöde: 20m3/s.;1,9;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;786459;2019-05-14;2019;5;14;0,50;0,50;Vattenkemi i vattendrag;6 m3/s;2;µg/l
