"Strain","PR","Low","High","Species","Growth","Observed_Inhibition","PRuP","PRuO"
"SM_GP2-4_13",0.824184068609903,0.76693998874582,0.881428148473987,"SM",1.443669418,1.228810071,0.253820083345069,-0.330326102033109
