"Strain","PR","Low","High","Species","Growth","Observed_Inhibition","PRuP","PRuO"
"TB_GP2-4_11",0.294315539496637,0.137563959099891,0.451067119893384,"TB",0.562909056,0.617349468,0.397236173495817,0.215397449746018
