"Strain","PR","Low","High","Species","Growth","Observed_Inhibition","PRuP","PRuO"
"TB_GP2-4_16",0.236291138845316,0.16603580733641,0.306546470354223,"TB",0.7637532,0.5372675,0.583285086575246,0.353413427619
