"Strain","PR","Low","High","Species","Growth","Observed_Inhibition","PRuP","PRuO"
"TB_GP2-4_13",0.414277523250071,0.312572749818922,0.515982296681219,"TB",0.109786653,1.5,0.064304510309245,-0.0548933265
