"Strain","PR","Low","High","Species","Growth","Observed_Inhibition","PRuP","PRuO"
"SM_GP2-4_16",0.979736203354713,0.879863755379324,1,"SM",1.700540881,1.173806717,0.0344594145995812,-0.295565427650898
