"Strain","PR","Low","High","Species","Growth","Observed_Inhibition","PRuP","PRuO"
"TB_GP2-4_9",0.395707656153952,0.340155701257167,0.451259611050736,"TB",0.752121857,0.541450383,0.454501479824372,0.344885189464679
