"Strain","PR","Low","High","Species","Growth","Observed_Inhibition","PRuP","PRuO"
"SM_GP2-4_19",0.803478224299796,0.743897492991823,0.863058955607768,"SM",1.591835737,1.031136392,0.312830385658283,-0.049564021506841
