"TB_PRuP","Ag",0,80000
"TB_PRuP","Ag",0.1,82963.7302949276
"TB_PRuP","Ag",0.2,86037.2568056185
"TB_PRuP","Ag",0.3,89224.6471117094
"TB_PRuP","Ag",0.4,92530.1194829494
"TB_PRuP","Ag",0.5,95958.0484617604
"TB_PRuP","Ag",0.6,99512.9706526135
"TB_PRuP","Ag",0.7,103199.590725881
"TB_PRuP","Ag",0.8,107022.787644111
"TB_PRuP","Ag",0.9,110987.621118967
"TB_PRuP","Ag",1,115099.33830737
"TB_PRuP","Ag",1.1,119363.380755715
"TB_PRuP","Ag",1.2,123785.391601349
"TB_PRuP","Ag",1.3,128371.223040829
"TB_PRuP","Ag",1.4,133126.944074866
"TB_PRuP","Ag",1.5,138058.848540189
"TB_PRuP","Ag",1.6,143173.463438956
"TB_PRuP","Ag",1.7,148477.557576753
"TB_PRuP","Ag",1.8,153978.150520591
"TB_PRuP","Ag",1.9,159682.521888776
"TB_PRuP","Ag",2,165598.220984929
"TB_PRuP","Ag",2.1,171733.076788918
"TB_PRuP","Ag",2.2,178095.208317924
"TB_PRuP","Ag",2.3,184693.035371339
"TB_PRuP","Ag",2.4,191535.289673741
"TB_PRuP","Ag",2.5,198631.026430664
"TB_PRuP","Ag",2.6,205989.636312478
"TB_PRuP","Ag",2.7,213620.857882233
"TB_PRuP","Ag",2.8,221534.790483908
"TB_PRuP","Ag",2.9,229741.907608128
"TB_PRuP","Ag",3,238253.070753036
"TB_PRuP","Ag",3.1,247079.543798664
"TB_PRuP","Ag",3.2,256233.007913827
"TB_PRuP","Ag",3.3,265725.577015259
"TB_PRuP","Ag",3.4,275569.813799475
"TB_PRuP","Ag",3.5,285778.746368538
"TB_PRuP","Ag",3.6,296365.885471774
"TB_PRuP","Ag",3.7,307345.24238622
"TB_PRuP","Ag",3.8,318731.347459494
"TB_PRuP","Ag",3.9,330539.269339604
"TB_PRuP","Ag",4,342784.634917166
"TB_PRuP","Ag",4.1,355483.650006412
"TB_PRuP","Ag",4.2,368653.120792355
"TB_PRuP","Ag",4.3,382310.476072504
"TB_PRuP","Ag",4.4,396473.790322557
"TB_PRuP","Ag",4.5,411161.807616604
"TB_PRuP","Ag",4.6,426393.966433485
"TB_PRuP","Ag",4.7,442190.425382151
"TB_PRuP","Ag",4.8,458572.089880051
"TB_PRuP","Ag",4.9,475560.639819872
"TB_PRuP","Ag",5,493178.558261238
"TB_PRuP","Ag",5.1,511449.161185333
"TB_PRuP","Ag",5.2,530396.628351836
"TB_PRuP","Ag",5.3,550046.035299008
"TB_PRuP","Ag",5.4,570423.386529264
"TB_PRuP","Ag",5.5,591555.649924163
"TB_PRuP","Ag",5.6,613470.792434361
"TB_PRuP","Ag",5.7,636197.817091747
"TB_PRuP","Ag",5.8,659766.801392767
"TB_PRuP","Ag",5.9,684208.937103708
"TB_PRuP","Ag",6,709556.571540638
"TB_PRuP","Ag",6.1,735843.250378637
"TB_PRuP","Ag",6.2,763103.762046951
"TB_PRuP","Ag",6.3,791374.183768848
"TB_PRuP","Ag",6.4,820691.92930709
"TB_PRuP","Ag",6.5,851095.798478214
"TB_PRuP","Ag",6.6,882626.028501157
"TB_PRuP","Ag",6.7,915324.347248163
"TB_PRuP","Ag",6.8,949234.028468466
"TB_PRuP","Ag",6.9,984399.949057817
"TB_PRuP","Ag",7,1020868.64844966
"TB_PRuP","Ag",7.1,1058688.39020656
"TB_PRuP","Ag",7.2,1097909.22589336
"TB_PRuP","Ag",7.3,1138583.06131661
"TB_PRuP","Ag",7.4,1180763.72521806
"TB_PRuP","Ag",7.5,1224507.04051281
"TB_PRuP","Ag",7.6,1269870.89816681
"TB_PRuP","Ag",7.7,1316915.33381111
"TB_PRuP","Ag",7.8,1365702.60719449
"TB_PRuP","Ag",7.9,1416297.28457954
"TB_PRuP","Ag",8,1468766.32419119
"TB_PRuP","Ag",8.1,1523179.16483087
"TB_PRuP","Ag",8.2,1579607.81777352
"TB_PRuP","Ag",8.3,1638126.96206902
"TB_PRuP","Ag",8.4,1698814.04337429
"TB_PRuP","Ag",8.5,1761749.37644675
"TB_PRuP","Ag",8.6,1827016.25143481
"TB_PRuP","Ag",8.7,1894701.04410609
"TB_PRuP","Ag",8.8,1964893.33015919
"TB_PRuP","Ag",8.9,2037686.00377036
"TB_PRuP","Ag",9,2113175.40053191
"TB_PRuP","Ag",9.1,2191461.42494506
"TB_PRuP","Ag",9.2,2272647.682636
"TB_PRuP","Ag",9.3,2356841.61747007
"TB_PRuP","Ag",9.4,2444154.65374559
"TB_PRuP","Ag",9.5,2534702.34365552
"TB_PRuP","Ag",9.6,2628604.52021197
"TB_PRuP","Ag",9.7,2725985.45583616
"TB_PRuP","Ag",9.8,2826974.02682358
"TB_PRuP","Ag",9.9,2931703.88390196
"TB_PRuP","Ag",10,3040313.62910792
