SM_GP2-4_13,C,0,10000
SM_GP2-4_13,C,0.1,11553.0796153843
SM_GP2-4_13,C,0.2,13347.3648599407
SM_GP2-4_13,C,0.3,15420.3168882477
SM_GP2-4_13,C,0.4,17815.214870438
SM_GP2-4_13,C,0.5,20582.0595763348
SM_GP2-4_13,C,0.6,23778.6172933978
SM_GP2-4_13,C,0.7,27471.6258734377
SM_GP2-4_13,C,0.8,31738.1880879876
SM_GP2-4_13,C,0.9,36667.3813828561
SM_GP2-4_13,C,1,42362.1176403794
SM_GP2-4_13,C,1.1,48941.2917775577
SM_GP2-4_13,C,1.2,56542.2640385875
SM_GP2-4_13,C,1.3,65323.7278071879
SM_GP2-4_13,C,1.4,75469.0228130132
SM_GP2-4_13,C,1.5,87189.9629053992
SM_GP2-4_13,C,1.6,100731.258310848
SM_GP2-4_13,C,1.7,116375.624702306
SM_GP2-4_13,C,1.8,134449.685747582
SM_GP2-4_13,C,1.9,155330.792370521
SM_GP2-4_13,C,2,179454.901097735
SM_GP2-4_13,C,2.1,207325.675975304
SM_GP2-4_13,C,2.2,239525.004085604
SM_GP2-4_13,C,2.3,276725.144207622
SM_GP2-4_13,C,2.4,319702.762260935
SM_GP2-4_13,C,2.5,369355.146565884
SM_GP2-4_13,C,2.6,426718.941462758
SM_GP2-4_13,C,2.7,492991.790411174
SM_GP2-4_13,C,2.8,569557.340435111
SM_GP2-4_13,C,2.9,658014.129957336
SM_GP2-4_13,C,3,760208.96314449
SM_GP2-4_13,C,3.1,878275.4675537
SM_GP2-4_13,C,3.2,1014678.64008867
SM_GP2-4_13,C,3.3,1172266.31129743
SM_GP2-4_13,C,3.4,1354328.6024852
SM_GP2-4_13,C,3.5,1564666.61699036
SM_GP2-4_13,C,3.6,1807671.79976235
SM_GP2-4_13,C,3.7,2088417.62211394
SM_GP2-4_13,C,3.8,2412765.50584538
SM_GP2-4_13,C,3.9,2787487.19822846
SM_GP2-4_13,C,4,3220406.15279977
SM_GP2-4_13,C,4.1,3720560.86771691
SM_GP2-4_13,C,4.2,4298393.59186166
SM_GP2-4_13,C,4.3,4965968.33850352
SM_GP2-4_13,C,4.4,5737222.75822087
SM_GP2-4_13,C,4.5,6628259.12969201
SM_GP2-4_13,C,4.6,7657680.54367293
SM_GP2-4_13,C,4.7,8846979.29902323
SM_GP2-4_13,C,4.8,10220985.6197272
SM_GP2-4_13,C,4.9,11808386.0612406
SM_GP2-4_13,C,5,13642322.4294706
SM_GP2-4_13,C,5.1,15761083.7166416
SM_GP2-4_13,C,5.2,18208905.5003097
SM_GP2-4_13,C,5.3,21036893.4954086
SM_GP2-4_13,C,5.4,24304090.5412814
SM_GP2-4_13,C,5.5,28078709.3002932
SM_GP2-4_13,C,5.6,32439556.4043517
SM_GP2-4_13,C,5.7,37477677.7827224
SM_GP2-4_13,C,5.8,43298259.522351
SM_GP2-4_13,C,5.9,50022823.946929
SM_GP2-4_13,C,6,57791766.764522
SM_GP2-4_13,C,6.1,66767288.254424
SM_GP2-4_13,C,6.2,77136779.690667
SM_GP2-4_13,C,6.3,89116735.7040632
SM_GP2-4_13,C,6.4,102957274.26522
SM_GP2-4_13,C,6.5,118947358.656904
SM_GP2-4_13,C,6.6,137420830.460287
SM_GP2-4_13,C,6.7,158763379.511992
SM_GP2-4_13,C,6.8,183420596.350951
SM_GP2-4_13,C,6.9,211907275.274379
SM_GP2-4_13,C,7,244818162.232405
SM_GP2-4_13,C,7.1,282840371.956303
SM_GP2-4_13,C,7.2,326767733.565607
SM_GP2-4_13,C,7.3,377517364.162213
SM_GP2-4_13,C,7.4,436148816.435605
SM_GP2-4_13,C,7.5,503886200.043616
SM_GP2-4_13,C,7.6,582143738.619732
SM_GP2-4_13,C,7.7,672555295.987121
SM_GP2-4_13,C,7.8,777008488.028754
SM_GP2-4_13,C,7.9,897684092.402553
SM_GP2-4_13,C,8,1037101578.89906
SM_GP2-4_13,C,8.1,1198171711.02616
SM_GP2-4_13,C,8.2,1384257317.03864
SM_GP2-4_13,C,8.3,1599243499.19256
SM_GP2-4_13,C,8.4,1847618747.05573
SM_GP2-4_13,C,8.5,2134568648.36114
SM_GP2-4_13,C,8.6,2466084153.90194
SM_GP2-4_13,C,8.7,2849086656.82667
SM_GP2-4_13,C,8.8,3291572497.74474
SM_GP2-4_13,C,8.9,3802779912.62542
SM_GP2-4_13,C,9,4393381909.03454
SM_GP2-4_13,C,9.1,5075709097.58649
SM_GP2-4_13,C,9.2,5864007130.8947
SM_GP2-4_13,C,9.3,6774734124.84074
SM_GP2-4_13,C,9.4,7826904271.73456
SM_GP2-4_13,C,9.5,9042484819.33404
SM_GP2-4_13,C,9.6,10446854703.867
SM_GP2-4_13,C,9.7,12069334412.4127
SM_GP2-4_13,C,9.8,13943798137.13
SM_GP2-4_13,C,9.9,16109381001.911
SM_GP2-4_13,C,10,18611296126.9636
SM_GP2-4_16,C,0,10000
SM_GP2-4_16,C,0.1,11853.6896394154
SM_GP2-4_16,C,0.2,14050.9958067585
SM_GP2-4_16,C,0.3,16655.6143418043
SM_GP2-4_16,C,0.4,19743.0483161544
SM_GP2-4_16,C,0.5,23402.7967275678
SM_GP2-4_16,C,0.6,27740.9489102916
SM_GP2-4_16,C,0.7,32883.2598685477
SM_GP2-4_16,C,0.8,38978.7956814009
SM_GP2-4_16,C,0.9,46204.2546525513
SM_GP2-4_16,C,1,54769.089467186
SM_GP2-4_16,C,1.1,64921.5788377399
SM_GP2-4_16,C,1.2,76956.0246443411
SM_GP2-4_16,C,1.3,91221.2832017224
SM_GP2-4_16,C,1.4,108130.877958244
SM_GP2-4_16,C,1.5,128174.986775453
SM_GP2-4_16,C,1.6,151934.65127724
SM_GP2-4_16,C,1.7,180098.620171321
SM_GP2-4_16,C,1.8,213483.314799781
SM_GP2-4_16,C,1.9,253056.495683023
SM_GP2-4_16,C,2,299965.316106462
SM_GP2-4_16,C,2.1,355569.575971515
SM_GP2-4_16,C,2.2,421481.139878488
SM_GP2-4_16,C,2.3,499610.662098664
SM_GP2-4_16,C,2.4,592222.972906043
SM_GP2-4_16,C,2.5,702002.731816016
SM_GP2-4_16,C,2.6,832132.250896884
SM_GP2-4_16,C,2.7,986383.744107984
SM_GP2-4_16,C,2.8,1169228.67680206
SM_GP2-4_16,C,2.9,1385967.3852316
SM_GP2-4_16,C,3,1642882.72348875
SM_GP2-4_16,C,3.1,1947422.19181933
SM_GP2-4_16,C,3.2,2308413.82587364
SM_GP2-4_16,C,3.3,2736322.10512418
SM_GP2-4_16,C,3.4,3243551.29876139
SM_GP2-4_16,C,3.5,3844805.04250403
SM_GP2-4_16,C,3.6,4557512.56979023
SM_GP2-4_16,C,3.7,5402333.95300281
SM_GP2-4_16,C,3.8,6403759.00073716
SM_GP2-4_16,C,3.9,7590817.17203514
SM_GP2-4_16,C,4,8997919.08668497
SM_GP2-4_16,C,4.1,10665854.0254136
SM_GP2-4_16,C,4.2,12642972.3356563
SM_GP2-4_16,C,4.3,14986587.0186585
SM_GP2-4_16,C,4.4,17764635.127327
SM_GP2-4_16,C,4.5,21057647.1356791
SM_GP2-4_16,C,4.6,24961081.3682666
SM_GP2-4_16,C,4.7,29588091.1603627
SM_GP2-4_16,C,4.8,35072804.9637671
SM_GP2-4_16,C,4.9,41574214.4824244
SM_GP2-4_16,C,5,49280783.5477149
SM_GP2-4_16,C,5.1,58415911.3361824
SM_GP2-4_16,C,5.2,69244408.2982715
SM_GP2-4_16,C,5.3,82080172.5232674
SM_GP2-4_16,C,5.4,97295289.0640485
SM_GP2-4_16,C,5.5,115330815.994244
SM_GP2-4_16,C,5.6,136709569.86563
SM_GP2-4_16,C,5.7,162051281.192516
SM_GP2-4_16,C,5.8,192090559.292573
SM_GP2-4_16,C,5.9,227698187.251588
SM_GP2-4_16,C,6,269906364.313782
SM_GP2-4_16,C,6.1,319938627.427857
SM_GP2-4_16,C,6.2,379245319.319039
SM_GP2-4_16,C,6.3,449545631.240889
SM_GP2-4_16,C,6.4,532877439.148459
SM_GP2-4_16,C,6.5,631656377.951233
SM_GP2-4_16,C,6.6,748745866.299121
SM_GP2-4_16,C,6.7,887540111.790501
SM_GP2-4_16,C,6.8,1052062502.76967
SM_GP2-4_16,C,6.9,1247082238.90983
SM_GP2-4_16,C,7,1478252581.48644
SM_GP2-4_16,C,7.1,1752274730.9605
SM_GP2-4_16,C,7.2,2077092082.3796
SM_GP2-4_16,C,7.3,2462120489.70149
SM_GP2-4_16,C,7.4,2918521213.97669
SM_GP2-4_16,C,7.5,3459524467.65297
SM_GP2-4_16,C,7.6,4100812933.95222
SM_GP2-4_16,C,7.7,4860976378.83702
SM_GP2-4_16,C,7.8,5762050533.92636
SM_GP2-4_16,C,7.9,6830155871.57911
SM_GP2-4_16,C,8,8096254789.05297
SM_GP2-4_16,C,8.1,9597049151.10647
SM_GP2-4_16,C,8.2,11376044209.1432
SM_GP2-4_16,C,8.3,13484809737.9452
SM_GP2-4_16,C,8.4,15984474948.017
SM_GP2-4_16,C,8.5,18947500508.2804
SM_GP2-4_16,C,8.6,22459779046.7822
SM_GP2-4_16,C,8.7,26623125019.0403
SM_GP2-4_16,C,8.8,31558226120.7059
SM_GP2-4_16,C,8.9,37408141800.5342
SM_GP2-4_16,C,9,44342450289.0775
SM_GP2-4_16,C,9.1,52562164357.7931
SM_GP2-4_16,C,9.2,62305558307.3225
SM_GP2-4_16,C,9.3,73855075098.5504
SM_GP2-4_16,C,9.4,87545513851.3934
SM_GP2-4_16,C,9.5,103773735051.756
SM_GP2-4_16,C,9.6,123010164802.645
SM_GP2-4_16,C,9.7,145812431606.39
SM_GP2-4_16,C,9.8,172841530983.063
SM_GP2-4_16,C,9.9,204880986507.463
SM_GP2-4_16,C,10,242859562707.673
SM_GP2-4_19,C,0,10000
SM_GP2-4_19,C,0.1,11725.5317684994
SM_GP2-4_19,C,0.2,13748.8095254088
SM_GP2-4_19,C,0.3,16121.2102869227
SM_GP2-4_19,C,0.4,18902.976336597
SM_GP2-4_19,C,0.5,22164.744955396
SM_GP2-4_19,C,0.6,25989.3421115182
SM_GP2-4_19,C,0.7,30473.8856571004
SM_GP2-4_19,C,0.8,35732.2514381948
SM_GP2-4_19,C,0.9,41897.9649398559
SM_GP2-4_19,C,1,49127.5918937753
SM_GP2-4_19,C,1.1,57604.7139460333
